,genus_A,genus_B,precision
40,Agathobaculum,Duncaniella,0.0011635501562797
41,Agathobaculum,Faecalibaculum,-0.0017225525569429
42,Agathobaculum,Poseidonibacter,0.0010700984028088
43,Agathobaculum,Prevotellaceae_Ga6A1_group,0.0014251857028133
44,Agathobaculum,Subgroup_10,-0.0106056198563802
45,AKYG1722,Bacteroides_pectinophilus_group,0.001627633163431
46,AKYG1722,Faecalibaculum,0.0008416925902366
47,AKYG1722,Phaselicystis,-0.0327898566673814
48,AKYG1722,Prevotellaceae_Ga6A1_group,0.0005550058758579
49,Alkalibacterium,Bacteroides_pectinophilus_group,-0.0031458018835827
50,Alkalibacterium,Bdellovibrio,-0.0142237403384854
51,Alkalibacterium,Bilophila,0.0008936452050574
52,Alkalibacterium,Blfdi19,0.0012868669388783
53,Alkalibacterium,Ethanoligenens,0.0006039943302296
54,Alkalibacterium,Faecalibaculum,0.0008035631598418
55,Alkalibacterium,Lachnospiraceae_NK4B4_group,-0.0090506790888828
56,Alkalibacterium,Megasphaera,0.0021109830274117
57,Alkalibacterium,Paraburkholderia,-0.0088382329596643
58,Alkalibacterium,Prevotellaceae_Ga6A1_group,0.0006931594811052
59,Alkalibacterium,Roseivirga,0.0038872495316643
60,Alkalibacterium,Ruminococcus_torques_group,0.0009007393128192
61,Alkalibacterium,UCG-003,-0.0327656526632007
62,Anaerocolumna,Bacteroides_pectinophilus_group,0.0011916244474248
63,Anaerocolumna,Faecalibaculum,0.0010903624145623
64,Anaerocolumna,Phocea,-0.0005645205637778
65,Anaerocolumna,Poseidonibacter,-0.0035930809729673
66,Anaerocolumna,Prevotellaceae_Ga6A1_group,-0.0069128655752768
67,Anaerotaenia,Blfdi19,-0.0189370644119321
68,Anaerotaenia,Prevotellaceae_Ga6A1_group,0.0023726329285427
69,Aquicella,Duncaniella,-0.0274334103090388
70,Bacteroides_pectinophilus_group,Bdellovibrio,-0.0043381099187753
71,Bacteroides_pectinophilus_group,Bilophila,0.0023928774441509
72,Bacteroides_pectinophilus_group,Blfdi19,0.0014454881982093
73,Bacteroides_pectinophilus_group,Candidatus_Alysiosphaera,0.0003568198468018
74,Bacteroides_pectinophilus_group,Catenisphaera,0.0014531235564902
75,Bacteroides_pectinophilus_group,Colwellia,0.0037253319013947
76,Bacteroides_pectinophilus_group,Corallococcus,0.0013099997606151
77,Bacteroides_pectinophilus_group,Cryptanaerobacter,0.0005174959355097
78,Bacteroides_pectinophilus_group,Demequina,0.0009837030875583
79,Bacteroides_pectinophilus_group,Dickeya,0.0014160354398385
80,Bacteroides_pectinophilus_group,Draconibacterium,0.0015536021024023
81,Bacteroides_pectinophilus_group,Duncaniella,0.0022652525517304
82,Bacteroides_pectinophilus_group,Enterocloster,0.0007173923565075
83,Bacteroides_pectinophilus_group,Erysipelotrichaceae_UCG-006,0.0014246126823771
84,Bacteroides_pectinophilus_group,Ethanoligenens,0.0012944477837519
85,Bacteroides_pectinophilus_group,Eubacterium_brachy_group,0.0007367458874899
86,Bacteroides_pectinophilus_group,Eubacterium_eligens_group,0.0003606284128795
87,Bacteroides_pectinophilus_group,Eubacterium_fissicatena_group,-0.0004039271441937
88,Bacteroides_pectinophilus_group,Eubacterium_ventriosum_group,-0.0014525952299929
89,Bacteroides_pectinophilus_group,Faecalibaculum,0.0025516297178195
90,Bacteroides_pectinophilus_group,Fermentibacteraceae,0.0012282709122335
91,Bacteroides_pectinophilus_group,Flavitalea,0.0014196169549281
92,Bacteroides_pectinophilus_group,Fusobacterium,0.0003962490433771
93,Bacteroides_pectinophilus_group,Gaiella,-0.0002116265090597
94,Bacteroides_pectinophilus_group,Gemmobacter,0.0007130232140993
95,Bacteroides_pectinophilus_group,Inquilinus,3.77270716986526e-05
96,Bacteroides_pectinophilus_group,Kluyvera,0.0001102698336641
97,Bacteroides_pectinophilus_group,Lachnospira,-0.0030108442702661
98,Bacteroides_pectinophilus_group,Lachnospiracea_incertae_sedis,-0.0003807965988315
99,Bacteroides_pectinophilus_group,Lachnospiraceae_NK4B4_group,-0.0007291371707482
100,Bacteroides_pectinophilus_group,Lactococcus,0.0014729068861152
101,Bacteroides_pectinophilus_group,Lysobacter,0.0006039538694086
102,Bacteroides_pectinophilus_group,Metaprevotella,0.0006344530789713
103,Bacteroides_pectinophilus_group,Muribaculum,8.2038308451136e-05
104,Bacteroides_pectinophilus_group,OLB14,-0.0013533210182897
105,Bacteroides_pectinophilus_group,Paraburkholderia,-0.0080719558310242
106,Bacteroides_pectinophilus_group,Pararhizobium,-0.0006622208764997
107,Bacteroides_pectinophilus_group,Parvibacter,-0.0008364142864418
108,Bacteroides_pectinophilus_group,Peptostreptococcus,0.0014617256180434
109,Bacteroides_pectinophilus_group,Phaselicystis,-0.0018131588334128
110,Bacteroides_pectinophilus_group,Phocea,0.0020242056373132
111,Bacteroides_pectinophilus_group,Poseidonibacter,0.0019027652573814
112,Bacteroides_pectinophilus_group,Prevotellaceae_Ga6A1_group,0.0027119039968268
113,Bacteroides_pectinophilus_group,Pseudoalteromonas,0.0021978392729146
114,Bacteroides_pectinophilus_group,Risungbinella,0.0001565257594798
115,Bacteroides_pectinophilus_group,Roseateles,0.0015680491711266
116,Bacteroides_pectinophilus_group,Roseivirga,0.0002424471051795
117,Bacteroides_pectinophilus_group,Ruminococcus_torques_group,-0.0016169325344725
118,Bacteroides_pectinophilus_group,Ruminococcus2,-0.0003748401625906
119,Bacteroides_pectinophilus_group,Stenotrophobacter,0.001081848524876
120,Bacteroides_pectinophilus_group,Streptococcus,0.0003673397146524
121,Bacteroides_pectinophilus_group,Streptomyces,0.0032001835338503
122,Bacteroides_pectinophilus_group,Subgroup_10,0.0034159858015699
123,Bacteroides_pectinophilus_group,SWB02,-0.0035000196735229
124,Bacteroides_pectinophilus_group,UBA1819,-0.0004563602039756
125,Bacteroides_pectinophilus_group,UCG-004,-5.84452537629759e-05
126,Bacteroides_pectinophilus_group,study_site,0.0027213980031512
127,Bilophila,Blfdi19,-0.0007990678585771
128,Bilophila,Catenisphaera,0.0004462105709997
129,Bilophila,Colwellia,-0.0031498645238824
130,Bilophila,Dickeya,0.0010422113003419
131,Bilophila,Duncaniella,0.001254828148461
132,Bilophila,Eubacterium_eligens_group,9.63804186330645e-06
133,Bilophila,Faecalibaculum,0.0012969334222115
134,Bilophila,Fusobacterium,-0.0010686886333787
135,Bilophila,Lachnospiraceae_NK4B4_group,0.0002778645085502
136,Bilophila,Megasphaera,8.81982961653298e-05
137,Bilophila,Moorella,-0.007660376619438
138,Bilophila,Phocea,0.0019284779203159
139,Bilophila,Poseidonibacter,0.0013014532963464
140,Bilophila,Prevotellaceae_Ga6A1_group,0.0020898619665617
141,Bilophila,Roseivirga,0.0020677049931143
142,Bilophila,Ruminococcus_gauvreauii_group,0.0014057971375572
143,Bilophila,Ruminococcus_torques_group,-0.005244325200902
144,Bilophila,Streptomyces,-0.0076702748764417
145,Bilophila,UCG-003,0.0010242062173994
146,Bilophila,study_site,0.0034245292443488
147,BIrii41,Faecalibaculum,-0.0023546472220627
148,Blfdi19,Catenisphaera,0.0002389552290774
149,Blfdi19,Dickeya,0.0002305183711532
150,Blfdi19,Draconibacterium,-0.0269384179282261
151,Blfdi19,Duncaniella,0.0020257270061995
152,Blfdi19,Erysipelotrichaceae_UCG-006,-0.004168939692605
153,Blfdi19,Ethanoligenens,0.0015895339029009
154,Blfdi19,Eubacterium_nodatum_group,-0.0245877402284606
155,Blfdi19,Faecalibaculum,0.0006683704428446
156,Blfdi19,Fusobacterium,-0.0189098275113692
157,Blfdi19,Megasphaera,0.0002649726057973
158,Blfdi19,Parvibacter,0.0006611782545777
159,Blfdi19,Phocea,0.0008574906867806
160,Blfdi19,Poseidonibacter,0.0018443588957336
161,Blfdi19,Prevotellaceae_Ga6A1_group,0.002100157426677
162,Blfdi19,Risungbinella,0.0002182355492133
163,Blfdi19,Roseivirga,-0.0005525177715763
164,Blfdi19,Ruminococcus2,-0.0081818215442447
165,Blfdi19,Subgroup_10,-0.0085515545229101
166,Blfdi19,UCG-003,0.0028230268701789
167,Butyricimonas,Phocea,0.0003715244889735
168,Butyricimonas,Prevotellaceae_Ga6A1_group,0.0010576700077664
169,CAG-56,Faecalibaculum,-0.0003864365064049
170,CAG-56,Prevotellaceae_Ga6A1_group,0.0007203853540261
171,Caldalkalibacillus,Risungbinella,-0.0726962773970077
172,Candidatus_Alysiosphaera,Faecalibaculum,0.0002850752277841
173,Candidatus_Alysiosphaera,Poseidonibacter,-0.0420867276432443
174,Candidatus_Alysiosphaera,Prevotellaceae_Ga6A1_group,-0.0016842475170984
175,Catenisphaera,Faecalibaculum,0.0010768930672368
176,Catenisphaera,Holdemania,-0.019106075367906
177,Catenisphaera,Phocea,0.0004539759765928
178,Catenisphaera,Prevotellaceae_Ga6A1_group,0.0006390719489504
179,Catenisphaera,UCG-003,-0.0192080608442591
180,Chroococcidiopsis_PCC_7203,Phocea,0.0020461542720263
181,Chroococcidiopsis_PCC_7203,Prevotellaceae_Ga6A1_group,0.0010671401364481
182,Chroococcidiopsis_PCC_7203,UCG-003,-0.0105332246860655
183,Clostridia_vadinBB60_group,Faecalibaculum,-0.0026265834694485
184,Clostridia_vadinBB60_group,Phocea,0.0011382345548448
185,Clostridia_vadinBB60_group,Prevotellaceae_Ga6A1_group,0.0011745609271663
186,Colwellia,Phocea,0.0016826151700077
187,Colwellia,Prevotellaceae_Ga6A1_group,0.0020710703389569
188,Corallococcus,Roseivirga,-0.0095655722252597
189,Cryptanaerobacter,Faecalibaculum,0.0013223913208034
190,Cryptanaerobacter,Phocea,-0.0016095114612935
191,Cryptanaerobacter,Poseidonibacter,-0.0116097540193365
192,Cryptanaerobacter,Prevotellaceae_Ga6A1_group,-0.0005821900863345
193,Dickeya,Duncaniella,0.0008556331864532
194,Dickeya,Faecalibaculum,0.002547991461088
195,Dickeya,Flavitalea,-0.0024630509998247
196,Dickeya,Phocea,0.0003186267899394
197,Dickeya,Poseidonibacter,-0.0121766851451954
198,Dickeya,Prevotellaceae_Ga6A1_group,-0.0021717853250894
199,Dickeya,Roseivirga,0.0021851895618679
200,Dickeya,study_site,0.002056243301008
201,Draconibacterium,Eubacterium_eligens_group,-0.0107417431790659
202,Draconibacterium,Phocea,0.0002167992870891
203,Draconibacterium,Prevotellaceae_Ga6A1_group,0.0013066280118707
204,Duncaniella,Ethanoligenens,0.000863264647854
205,Duncaniella,Faecalibaculum,0.0020275139251336
206,Duncaniella,Metaprevotella,-0.0056637883133545
207,Duncaniella,Phocea,0.0003395582454149
208,Duncaniella,Prevotellaceae_Ga6A1_group,0.0016682672914433
209,Duncaniella,Pseudoalteromonas,-0.0149947426089344
210,Duncaniella,Roseivirga,0.0016444612185616
211,Duncaniella,Sphingopyxis,-0.0009345704165376
212,Duncaniella,Subgroup_10,0.0010642108016813
213,Duncaniella,study_site,-0.003490373992762
214,Enterocloster,study_site,-0.016140634428702
215,Enterococcus,Phocea,-0.0007145338538208
216,Erysipelotrichaceae_UCG-006,Phocea,0.0023187762979929
217,Erysipelotrichaceae_UCG-006,Prevotellaceae_Ga6A1_group,0.0019587781973288
218,Erysipelotrichaceae_UCG-006,Ruminococcus_torques_group,-0.0133433583658671
219,Ethanoligenens,Faecalibaculum,0.001783639419118
220,Ethanoligenens,Lysobacter,-0.0006335871243183
221,Ethanoligenens,Megasphaera,-0.0027631751548405
222,Ethanoligenens,Parvibacter,-0.0108469675679891
223,Ethanoligenens,Phocea,0.0033651895040929
224,Ethanoligenens,Prevotellaceae_Ga6A1_group,0.002238603908027
225,Ethanoligenens,Roseateles,-0.0040761084296342
226,Ethanoligenens,Roseivirga,0.000299124473919
227,Eubacterium_brachy_group,Phocea,-0.0030573070275837
228,Eubacterium_eligens_group,Phocea,0.0032139240370861
229,Eubacterium_eligens_group,Prevotellaceae_Ga6A1_group,0.0010024886303965
230,Eubacterium_eligens_group,Subgroup_10,-0.0091430329164891
231,Eubacterium_fissicatena_group,Faecalibaculum,-0.0185513590653823
232,Eubacterium_fissicatena_group,Phocea,0.0012010009726427
233,Eubacterium_nodatum_group,Phocea,0.0046557773224224
234,Eubacterium_nodatum_group,Prevotellaceae_Ga6A1_group,0.002185090894581
235,Faecalibaculum,Fermentibacteraceae,0.0014328893734487
236,Faecalibaculum,Flavitalea,0.0019070421191806
237,Faecalibaculum,Fusobacterium,-0.0052516076730195
238,Faecalibaculum,Gaiella,0.0007690904472559
239,Faecalibaculum,Inquilinus,-0.0014893371086625
240,Faecalibaculum,Lachnospiracea_incertae_sedis,-0.0002445691223575
241,Faecalibaculum,Lactococcus,0.0016009603805219
242,Faecalibaculum,Lysobacter,0.0002035740783763
243,Faecalibaculum,Megasphaera,0.0001390454091588
244,Faecalibaculum,Metaprevotella,0.0004225270600792
245,Faecalibaculum,Parvibacter,-0.0055330340744085
246,Faecalibaculum,Peptostreptococcus,0.001545846999756
247,Faecalibaculum,Phocea,0.0021708289000451
248,Faecalibaculum,Poseidonibacter,0.0028808680634494
249,Faecalibaculum,Prevotellaceae_Ga6A1_group,0.0020819296726084
250,Faecalibaculum,Risungbinella,0.0014477368487412
251,Faecalibaculum,Roseivirga,-0.0007469061595413
252,Faecalibaculum,Ruminococcus_gauvreauii_group,-0.001568655283028
253,Faecalibaculum,Ruminococcus_torques_group,0.0015811394861914
254,Faecalibaculum,Ruminococcus2,0.0009008375554883
255,Faecalibaculum,Streptomyces,0.0030394412207328
256,Faecalibaculum,Subgroup_10,-0.0005136718255696
257,Faecalibaculum,study_site,0.004646889853487
258,Fermentibacteraceae,Phocea,-0.0002852498260951
259,Fermentibacteraceae,Poseidonibacter,-0.089476863701116
260,Fermentibacteraceae,Prevotellaceae_Ga6A1_group,-0.0001306789646524
261,Fermentibacteraceae,study_site,0.0006310595407698
262,Flavitalea,Phocea,-0.0038801165073519
263,Flavitalea,Prevotellaceae_Ga6A1_group,-0.0066233983084338
264,Fusobacterium,Phocea,0.0018281867844837
265,Fusobacterium,Prevotellaceae_Ga6A1_group,0.0035105331430921
266,Gaiella,Prevotellaceae_Ga6A1_group,0.000244973623348
267,Gaiella,Roseivirga,0.0002720896004471
268,GCA-900066575,Prevotellaceae_Ga6A1_group,-0.0004218936879168
269,Gemmobacter,Phocea,-0.0138016501873504
270,Inquilinus,Prevotellaceae_Ga6A1_group,0.0001593990416938
271,Intestinimonas,Prevotellaceae_Ga6A1_group,7.56480820812112e-05
272,Lachnospira,Megasphaera,-0.0158129016148496
273,Lachnospira,Phocea,0.003782364302416
274,Lachnospira,Prevotellaceae_Ga6A1_group,0.000670326553937
275,Lachnospiracea_incertae_sedis,Phocea,0.0015118945707163
276,Lachnospiracea_incertae_sedis,Prevotellaceae_Ga6A1_group,0.0023583972320773
277,Lachnospiracea_incertae_sedis,Roseivirga,-0.0268118716968486
278,Lachnospiraceae,Phocea,-0.0072961465506714
279,Lachnospiraceae_NK4B4_group,Muribaculum,-0.0149534495527977
280,Lachnospiraceae_NK4B4_group,Phocea,0.0025160478448007
281,Lachnospiraceae_NK4B4_group,Prevotellaceae_Ga6A1_group,0.0006076887112016
282,Lachnospiraceae_NK4B4_group,study_site,-0.0021083493997455
283,Lacticaseibacillus,Phocea,-0.0054106280189251
284,Lactococcus,Prevotellaceae_Ga6A1_group,-0.0002854300112296
285,Lactococcus,Streptomyces,-0.0019239927063744
286,Lysobacter,Prevotellaceae_Ga6A1_group,0.0002917166511145
287,Mediterraneibacter,Phocea,-0.0006138125275941
288,Megasphaera,Phocea,0.0002969265545685
289,Megasphaera,Poseidonibacter,0.0002498425751281
290,Metaprevotella,Prevotellaceae_Ga6A1_group,0.0003756987324474
291,Moorella,Prevotellaceae_Ga6A1_group,0.0015270307183677
292,Muribacter,Prevotellaceae_Ga6A1_group,-0.00014294124872
293,Muribaculum,Phocea,0.0006360025124688
294,Muribaculum,Prevotellaceae_Ga6A1_group,0.000228999791109
295,Muribaculum,Risungbinella,-0.000425700141492
296,Muribaculum,study_site,-0.000744960674639
297,Paraburkholderia,Phocea,-0.0067798551392595
298,Paraburkholderia,Prevotellaceae_Ga6A1_group,0.0004126716485323
299,Parvibacter,Prevotellaceae_Ga6A1_group,0.0010448684468014
300,Peptostreptococcus,Phocea,-0.000406574834502
301,Peptostreptococcus,Poseidonibacter,-0.0242288192835704
302,Peptostreptococcus,Prevotellaceae_Ga6A1_group,-0.0064451946342994
303,Petrocella,Prevotellaceae_Ga6A1_group,-0.0017032890767431
304,Phaselicystis,Phocea,0.0010307365889447
305,Phocea,Prevotellaceae_Ga6A1_group,0.0026211120266004
306,Phocea,Risungbinella,0.0002870196281182
307,Phocea,Roseivirga,-0.0023340187173859
308,Phocea,Ruminococcus_gauvreauii_group,-0.0010315774153881
309,Phocea,Ruminococcus_torques_group,0.0026438203271738
310,Phocea,Ruminococcus2,0.0063977989649389
311,Phocea,Rummeliibacillus,-0.0015233875217241
312,Phocea,Streptomyces,0.000634822745873
313,Phocea,Subgroup_10,0.006535982148324
314,Phocea,UCG-003,0.0045974491978554
315,Phocea,study_site,0.0086597775180304
316,Poseidonibacter,Prevotellaceae_Ga6A1_group,-3.43318443930679e-05
317,Poseidonibacter,Roseivirga,0.0026522236399234
318,Poseidonibacter,study_site,0.0066522598350388
319,Prevotellaceae_Ga6A1_group,Pseudoalteromonas,0.0004354486204753
320,Prevotellaceae_Ga6A1_group,Risungbinella,0.0005657162826276
321,Prevotellaceae_Ga6A1_group,Roseateles,0.0008847398761824
322,Prevotellaceae_Ga6A1_group,Roseivirga,0.0017568551313017
323,Prevotellaceae_Ga6A1_group,Ruminococcus_gauvreauii_group,0.0011510800279375
324,Prevotellaceae_Ga6A1_group,Ruminococcus_torques_group,0.0017524536344309
325,Prevotellaceae_Ga6A1_group,Ruminococcus2,0.0020282839885533
326,Prevotellaceae_Ga6A1_group,Streptococcus,-0.0014535831273606
327,Prevotellaceae_Ga6A1_group,Streptomyces,0.0008257940959309
328,Prevotellaceae_Ga6A1_group,Subgroup_10,0.003138909893855
329,Prevotellaceae_Ga6A1_group,SWB02,-0.0055112187778552
330,Prevotellaceae_Ga6A1_group,UBA1819,0.0011346987454221
331,Prevotellaceae_Ga6A1_group,UCG-003,0.0012436256387417
332,Prevotellaceae_Ga6A1_group,study_site,0.0047404645300603
333,Pseudoalteromonas,study_site,-0.0117489459676472
334,Risungbinella,UCG-003,-0.0090618040859122
335,Roseivirga,UCG-003,0.000131636763111
336,Ruminococcus_torques_group,Streptomyces,-0.0114525196995218
337,Streptomyces,study_site,-0.0002778093364577
338,Subgroup_10,UCG-003,-0.0068901185553671
