,genus_A,genus_B,rho,p
46,region,Lachnospiraceae_UCG-006,0.0189416181957415,0.04
47,region,Lachnospiraceae_UCG-008,-0.0194853196706368,0.04
48,region,Lacrimispora,-0.022945557092944,0.05
49,region,Lactobacillus,-0.030432038704162,0.01
50,region,Megamonas,0.0844549076181162,0.0
51,region,Metaprevotella,-0.0384537596805333,0.0
52,region,Methylobacterium,-0.0197759274327473,0.04
53,region,Mobiluncus,-0.0384164673614992,0.0
54,region,Monoglobus,0.02412127852189,0.03
55,region,Murdochiella,-0.0294623047841125,0.02
56,region,Muribaculaceae,-0.0337395879591032,0.01
57,region,Negativibacillus,0.0206427729723073,0.05
58,region,Nubsella,0.0201828318486791,0.03
59,region,Odoribacter,-0.0264442358309501,0.04
60,region,Parabacteroides,-0.0744060972511591,0.0
61,region,Parasutterella,0.0596238284414428,0.0
62,region,Peptoniphilus,-0.0955708573834052,0.0
63,region,Peptostreptococcus,-0.0436853234861524,0.0
64,region,Phascolarctobacterium,0.0416178632714356,0.0
65,region,Phocaeicola,-0.0848581523818729,0.0
66,region,Porphyromonas,-0.1093742715047479,0.0
67,region,Prevotella,-0.0917310491229814,0.0
68,region,Rikenellaceae_RC9_gut_group,-0.0261415272887631,0.01
69,region,Romboutsia,0.0393087493683875,0.01
70,region,Roseburia,0.1125495214515713,0.0
71,region,Ruminococcus,-0.0518062808870279,0.0
72,region,Ruminococcus_gnavus_group,0.0714453636373101,0.0
73,region,Ruminococcus_torques_group,0.0613881442273321,0.0
74,region,Stenotrophomonas,-0.0339190526156611,0.01
75,region,Subdoligranulum,0.0223374958444874,0.03
76,region,Tyzzerella,0.0373440001223646,0.02
77,region,UCG-002,-0.0428942790133322,0.0
78,region,Varibaculum,-0.0316401993454482,0.03
79,region,Unclassified,0.0982058010263875,0.0
80,study_site,Acetivibrio,-0.0295585721125556,0.0
81,study_site,Acutalibacter,0.0324843119086348,0.02
82,study_site,Akkermansia,-0.0301960199163948,0.03
83,study_site,Alistipes,-0.0986752119292905,0.0
84,study_site,Allisonella,0.0453527623791152,0.0
85,study_site,Aminicella,-0.0366680424780668,0.0
86,study_site,Anaerobium,0.0245316716975152,0.01
87,study_site,Anaerobutyricum,-0.0251338454404174,0.01
88,study_site,Anaerococcus,-0.1655382054322431,0.0
89,study_site,Anaerostipes,0.0501475013065255,0.0
90,study_site,Bacteroides,-0.0512935424870643,0.0
91,study_site,Barnesiella,-0.1273059416626478,0.0
92,study_site,Bifidobacterium,0.1283167829704542,0.0
93,study_site,Butyricicoccus,0.0562705231061642,0.0
94,study_site,CAG-352,0.0437021533236837,0.0
95,study_site,Campylobacter,-0.1475709734035977,0.0
96,study_site,Clostridia_UCG-014,-0.0233532484861238,0.03
97,study_site,Colidextribacter,-0.0269006088920155,0.02
98,study_site,Coprococcus,0.0427344236836906,0.0
99,study_site,Cronobacter,-0.1338581753253453,0.0
100,study_site,Desulfotomaculum,0.0219480200542797,0.04
101,study_site,Dialister,-0.2216805522993912,0.0
102,study_site,Dorea,0.0991784125690109,0.0
103,study_site,Ercella,-0.0299782519582159,0.01
104,study_site,Escherichia-Shigella,0.1631773637205761,0.0
105,study_site,Eubacterium,-0.0352478624853454,0.0
106,study_site,Eubacterium_coprostanoligenes_group,0.0322097181194446,0.02
107,study_site,Eubacterium_eligens_group,0.0667829439847457,0.0
108,study_site,Eubacterium_ruminantium_group,0.0610326183237035,0.0
109,study_site,Eubacterium_ventriosum_group,0.0426356917794372,0.0
110,study_site,Ezakiella,-0.0431738922259516,0.0
111,study_site,Faecalibacterium,0.0743190360226,0.0
112,study_site,Fenollaria,-0.1699657300371271,0.0
113,study_site,Finegoldia,-0.1964984561014724,0.0
114,study_site,Franconibacter,0.0194154192788144,0.05
115,study_site,Gemmiger,0.032561931533083,0.0
116,study_site,Granulicatella,-0.0261357077535902,0.03
117,study_site,Haemophilus,0.071305364894484,0.0
118,study_site,Incertae_Sedis,0.0397636820769965,0.02
119,study_site,Intestinibacter,-0.0336777021278998,0.0
120,study_site,Intestinimonas,-0.0832687280848765,0.0
121,study_site,Kiloniella,-0.0181367610325727,0.05
122,study_site,Kineothrix,0.0366068138491685,0.0
123,study_site,Klebsiella,0.0366899262810387,0.01
124,study_site,Lachnobacterium,0.036466811863119,0.01
125,study_site,Lachnoclostridium,0.0814352177180692,0.0
126,study_site,Lachnospira,0.2056412877688917,0.0
127,study_site,Lachnospiraceae_NK4A136_group,0.0387508957882568,0.01
128,study_site,Lachnospiraceae_UCG-008,-0.021479872660796,0.05
129,study_site,Lachnospiraceae_UCG-010,0.0304060286986766,0.03
130,study_site,Lacrimispora,-0.0397373614798739,0.0
131,study_site,Lactobacillus,-0.0796044455659441,0.0
132,study_site,Lawsonella,-0.0452195839361855,0.0
133,study_site,Leuconostoc,0.0330752768336139,0.01
134,study_site,Mediterranea,-0.0244934748115565,0.01
135,study_site,Mediterraneibacter,0.0265145049669656,0.05
136,study_site,Megamonas,0.12993084739588,0.0
137,study_site,Megasphaera,0.0517625829292599,0.0
138,study_site,Metaprevotella,-0.0406768413194894,0.0
139,study_site,Mobiluncus,-0.0541260652158453,0.0
140,study_site,Monoglobus,0.0324039199444603,0.01
141,study_site,Murdochiella,-0.062651428251208,0.0
142,study_site,Negativibacillus,0.0213199491688122,0.05
143,study_site,Odoribacter,-0.02552044252005,0.02
144,study_site,Oscillibacter,-0.0490392984984894,0.0
145,study_site,Parabacteroides,-0.0824042900276131,0.0
146,study_site,Paraprevotella,0.023136962001481,0.05
147,study_site,Parasutterella,0.0901586867575719,0.0
148,study_site,Peptoniphilus,-0.1714537039965892,0.0
149,study_site,Peptostreptococcus,-0.040029086345823,0.01
150,study_site,Phascolarctobacterium,0.1367736665909518,0.0
151,study_site,Phocaeicola,-0.1566787013554515,0.0
152,study_site,Porphyromonas,-0.248949514750263,0.0
153,study_site,Prevotella,-0.1530337437837081,0.0
154,study_site,Prevotellaceae_NK3B31_group,0.0334750098929921,0.01
155,study_site,Prevotellamassilia,0.0214843496622222,0.03
156,study_site,Pseudescherichia,0.028291359158389,0.02
157,study_site,Romboutsia,0.038708262619963,0.0
158,study_site,Roseburia,0.1474903126626594,0.0
159,study_site,Ruminococcus,-0.0968500619683227,0.0
160,study_site,Ruminococcus_gnavus_group,0.1163375799587453,0.0
161,study_site,Ruminococcus_torques_group,0.0693694065179527,0.0
162,study_site,Streptobacillus,-0.044742074919604,0.0
163,study_site,Sutterella,0.0238151288961313,0.02
164,study_site,Terrisporobacter,-0.0213857229405921,0.04
165,study_site,Tindallia,-0.0309654994097648,0.0
166,study_site,Tyzzerella,0.0400653745988413,0.0
167,study_site,UCG-003,0.0387039715676575,0.0
168,study_site,UCG-005,-0.0230423100479218,0.03
169,study_site,Varibaculum,-0.0623772742082666,0.0
170,study_site,Veillonella,0.0302985488184665,0.01
171,study_site,Weissella,0.0239777770032856,0.02
172,study_site,Unclassified,0.1442954829697083,0.0
173,Acetatifactor,Akkermansia,-0.0233702389220011,0.05
174,Acetatifactor,Aminicella,0.0193486716003324,0.04
175,Acetatifactor,Anaerotruncus,0.0204794612596744,0.05
176,Acetatifactor,Bradymonadales,0.0294526050799559,0.0
177,Acetatifactor,Butyricimonas,-0.0253986593443327,0.03
178,Acetatifactor,Candidatus_Saccharimonas,-0.0346614004732273,0.0
179,Acetatifactor,Eisenbergiella,-0.0246900828173962,0.04
180,Acetatifactor,Enterococcus,0.0243317290892836,0.05
181,Acetatifactor,Enterorhabdus,-0.0198323183673498,0.05
182,Acetatifactor,Erysipelotrichaceae_UCG-003,-0.0259488894151914,0.03
183,Acetatifactor,Lachnospiraceae_ND3007_group,0.0245375245582542,0.05
184,Acetatifactor,Metaprevotella,-0.0251589876452397,0.0
185,Acetatifactor,Romboutsia,0.0235849192795166,0.05
186,Acetatifactor,Veillonella,0.0213421588947131,0.05
187,Acetivibrio,Aeromicrobium,0.0308835083577352,0.01
188,Acetivibrio,Aminicella,0.0231767190144472,0.01
189,Acetivibrio,Clostridium_sensu_stricto_1,-0.028516318061093,0.0
190,Acetivibrio,Collinsella,-0.031767662335351,0.01
191,Acetivibrio,Defluviitaleaceae_UCG-011,0.022273208822532,0.05
192,Acetivibrio,Enterorhabdus,0.0182352091110734,0.04
193,Acetivibrio,Erysipelotrichaceae_UCG-003,-0.0286146524053145,0.03
194,Acetivibrio,Escherichia-Shigella,-0.0410530277069599,0.0
195,Acetivibrio,Eubacterium,0.0476382799976548,0.0
196,Acetivibrio,Eubacterium_hallii_group,-0.0442197134973676,0.0
197,Acetivibrio,Faecalimonas,0.0382609059474988,0.0
198,Acetivibrio,Finegoldia,0.0222878652041311,0.03
199,Acetivibrio,Gemmiger,0.043957399577839,0.01
200,Acetivibrio,Incertae_Sedis,-0.0216196988127319,0.03
201,Acetivibrio,Lachnobacterium,0.023207740377262,0.03
202,Acetivibrio,Lachnoclostridium,-0.0290793761028913,0.02
203,Acetivibrio,Lachnospiracea_incertae_sedis,0.0351304833707913,0.01
204,Acetivibrio,Lachnospiraceae_NK4A136_group,-0.0273679818474675,0.02
205,Acetivibrio,Lacrimispora,0.0315403478435077,0.01
206,Acetivibrio,Lawsonella,0.0210993744821475,0.04
207,Acetivibrio,Mediterraneibacter,0.0342040622431662,0.0
208,Acetivibrio,Megasphaera,-0.02264503779536,0.03
209,Acetivibrio,Monoglobus,-0.0196890038466348,0.05
210,Acetivibrio,Novosphingobium,-0.0240725839163997,0.04
211,Acetivibrio,Parabacteroides,0.020291824188024,0.05
212,Acetivibrio,Phocaeicola,0.0912776905157554,0.0
213,Acetivibrio,Porphyromonas,0.0334428169992881,0.01
214,Acetivibrio,Prevotella,0.025169612853703,0.03
215,Acetivibrio,Prevotellaceae_Ga6A1_group,0.0236271839297674,0.02
216,Acetivibrio,Ruminococcus_torques_group,-0.029243868252978,0.02
217,Acetivibrio,Subdoligranulum,-0.0456273281798948,0.0
218,Acetivibrio,Xanthomonas,-0.0296674868325335,0.04
219,Acetivibrio,Unclassified,-0.0612845444039119,0.0
220,Acidaminococcus,Adlercreutzia,0.0370167454204284,0.01
221,Acidaminococcus,Anaerotruncus,-0.0296382566977772,0.02
222,Acidaminococcus,Asteroleplasma,0.0353527327888178,0.0
223,Acidaminococcus,Brucella,0.0274554223007032,0.02
224,Acidaminococcus,Chloroplast,-0.0194023741221752,0.04
225,Acidaminococcus,Clostridia_UCG-014,-0.0266100514948393,0.01
226,Acidaminococcus,Clostridium_IV,0.0202061300422088,0.03
227,Acidaminococcus,Desulfotomaculum,0.0214610394285805,0.04
228,Acidaminococcus,Enterobacter,-0.0309098676336953,0.01
229,Acidaminococcus,Ezakiella,-0.0282463725274014,0.01
230,Acidaminococcus,Family_XIII_AD3011_group,0.0306591929926453,0.02
231,Acidaminococcus,Fournierella,0.0268025936378284,0.02
232,Acidaminococcus,Fusobacterium,0.0252456943206968,0.05
233,Acidaminococcus,Helicobacter,0.0233140894312417,0.03
234,Acidaminococcus,Hespellia,-0.0217332597279112,0.03
235,Acidaminococcus,Intestinibacter,0.021352861510072,0.04
236,Acidaminococcus,Microbacterium,0.028907541407514,0.03
237,Acidaminococcus,Nesterenkonia,-0.0244886005244831,0.04
238,Acidaminococcus,Peptostreptococcus,0.0230069789844304,0.02
239,Acidaminococcus,Porphyromonas,-0.0210512666474302,0.05
240,Acidaminococcus,Ruminococcus,0.019994234995733,0.04
241,Acidaminococcus,Serratia,-0.0197816910527884,0.01
242,Acidaminococcus,Solobacterium,-0.0250924420022752,0.03
243,Acidaminococcus,Streptomyces,0.0232549645712012,0.05
244,Acinetobacter,Acutalibacter,0.0258359541072489,0.01
245,Acinetobacter,Aeromicrobium,0.0531264434448846,0.0
246,Acinetobacter,Alistipes,-0.0230619602259244,0.04
247,Acinetobacter,Aquabacterium,0.0414845495525239,0.01
248,Acinetobacter,Bacteroides,-0.0763429568283371,0.0
249,Acinetobacter,Blastococcus,-0.0263093837086851,0.0
250,Acinetobacter,Blautia,-0.0297980431699618,0.01
251,Acinetobacter,Brevundimonas,0.0242480191752755,0.02
252,Acinetobacter,Brucella,0.0254205960416914,0.01
253,Acinetobacter,Burkholderia,0.0235468568800834,0.02
254,Acinetobacter,CAG-352,-0.0190100873233407,0.05
255,Acinetobacter,Caproiciproducens,-0.0238786922876762,0.02
256,Acinetobacter,Clostridia_UCG-014,-0.0278115745766155,0.03
257,Acinetobacter,Clostridium_IV,-0.0294821505346762,0.03
258,Acinetobacter,Clostridium_sensu_stricto,-0.0324754187501983,0.0
259,Acinetobacter,Coprococcus,-0.0269522323790269,0.01
260,Acinetobacter,Cutibacterium,0.0344453724450623,0.01
261,Acinetobacter,Delftia,0.046544972508066,0.0
262,Acinetobacter,Dorea,-0.0286044186485408,0.01
263,Acinetobacter,Duganella,0.0775545797275823,0.0
264,Acinetobacter,Enterococcus,0.0330673844322388,0.02
265,Acinetobacter,Ethanoligenens,-0.02917309794977,0.01
266,Acinetobacter,Eubacterium_coprostanoligenes_group,-0.0383983532430237,0.01
267,Acinetobacter,Eubacterium_hallii_group,-0.0231588900685016,0.04
268,Acinetobacter,Eubacterium_ruminantium_group,-0.0210401434424399,0.04
269,Acinetobacter,Faecalibacterium,-0.0787166400716954,0.0
270,Acinetobacter,Fusicatenibacter,-0.0264671348074604,0.05
271,Acinetobacter,Gibbsiella,-0.0203890046204511,0.05
272,Acinetobacter,Knoellia,0.0418149970039348,0.0
273,Acinetobacter,Lachnospira,-0.0341777302899788,0.0
274,Acinetobacter,Leuconostoc,0.0270168488614121,0.01
275,Acinetobacter,Ligilactobacillus,0.0232971924465749,0.04
276,Acinetobacter,Lysinibacillus,0.0201025540616414,0.05
277,Acinetobacter,Mesomycoplasma,0.0296361428532349,0.02
278,Acinetobacter,Mesorhizobium,0.0243942894258733,0.01
279,Acinetobacter,Muribaculaceae,-0.0274842535967024,0.03
280,Acinetobacter,Phascolarctobacterium,-0.0272715136518418,0.02
281,Acinetobacter,Prevotella,-0.0319655269593003,0.0
282,Acinetobacter,Pseudescherichia,0.0448618037446963,0.0
283,Acinetobacter,Pseudomonas,0.0370130027253481,0.01
284,Acinetobacter,Raoultella,-0.021897028613311,0.04
285,Acinetobacter,Rhodococcus,0.0303365342754697,0.0
286,Acinetobacter,Roseburia,-0.048805377832233,0.0
287,Acinetobacter,Ruminococcus,-0.030268144383557,0.03
288,Acinetobacter,Ruminococcus_torques_group,-0.0262895588289664,0.04
289,Acinetobacter,Ruthenibacterium,-0.025257149450758,0.02
290,Acinetobacter,Sphingomonas,0.0240319432121615,0.03
291,Acinetobacter,Staphylococcus,0.0451195110612425,0.0
292,Acinetobacter,Succinivibrio,0.0290564966082959,0.01
293,Acinetobacter,Veillonella,0.0258909387658618,0.02
294,Acinetobacter,Weissella,0.0192552545811734,0.03
295,Acinetobacter,Unclassified,0.031374466063846,0.0
296,Actinomyces,Anaerobium,-0.0330841149668487,0.0
297,Actinomyces,Anaerostipes,-0.0312450115938336,0.0
298,Actinomyces,Bacteroides,-0.0383211872168766,0.0
299,Actinomyces,Bifidobacterium,0.0538409341706499,0.0
300,Actinomyces,Cronobacter,0.030044608503812,0.0
301,Actinomyces,Escherichia-Shigella,0.0305073524155006,0.03
302,Actinomyces,Eubacterium_coprostanoligenes_group,-0.0248280904303265,0.05
303,Actinomyces,Fusobacterium,0.0258245734612688,0.04
304,Actinomyces,Incertae_Sedis,0.0256813661552614,0.05
305,Actinomyces,Klebsiella,0.028099856338623,0.03
306,Actinomyces,Lachnospira,-0.0222538170484872,0.03
307,Actinomyces,Mediterranea,0.0227721795926154,0.04
308,Actinomyces,Methanobrevibacter,0.0266109144820295,0.03
309,Actinomyces,Murdochiella,-0.0222428383158028,0.04
310,Actinomyces,Muribaculum,-0.0242982289540584,0.01
311,Actinomyces,Oscillibacter,-0.0240145118120134,0.01
312,Actinomyces,Oxobacter,0.0210481515406108,0.05
313,Actinomyces,Parabacteroides,-0.0347921601446389,0.01
314,Actinomyces,Parasutterella,0.0234998017372047,0.01
315,Actinomyces,Peptoclostridium,-0.0238424568431718,0.05
316,Actinomyces,Phascolarctobacterium,-0.0541747505090512,0.0
317,Actinomyces,Phocea,0.024155442879917,0.02
318,Actinomyces,Porphyromonas,0.0212832738321064,0.04
319,Actinomyces,Rhodococcus,-0.0175346066998579,0.04
320,Actinomyces,Romboutsia,0.0243721461287915,0.02
321,Actinomyces,Roseburia,-0.0429452974583994,0.0
322,Actinomyces,Roseomonas,-0.0211493953790889,0.03
323,Actinomyces,Ruminococcaceae,-0.0200280986801361,0.02
324,Actinomyces,Ruminococcus_torques_group,0.0180887882771582,0.05
325,Actinomyces,Staphylococcus,-0.0194698810873295,0.03
326,Actinomyces,Streptococcus,0.0378783045235222,0.0
327,Acutalibacter,Alloprevotella,0.026283915985369,0.03
328,Acutalibacter,Asinibacterium,0.0267656338117933,0.02
329,Acutalibacter,Bacteroides_pectinophilus_group,0.0236963617921802,0.02
330,Acutalibacter,Bilophila,-0.0240757885182281,0.01
331,Acutalibacter,Blautia,0.0208564714527723,0.04
332,Acutalibacter,Brucella,0.0257935557596489,0.04
333,Acutalibacter,Butyricicoccus,0.0183208159031137,0.03
334,Acutalibacter,Campylobacter,-0.0217389420234585,0.04
335,Acutalibacter,Clostridium_sensu_stricto_1,-0.0238152171241632,0.02
336,Acutalibacter,Clostridium_XlVa,0.0360966241290124,0.0
337,Acutalibacter,Dysosmobacter,0.0318038421715381,0.02
338,Acutalibacter,Enhydrobacter,-0.0287659891836437,0.02
339,Acutalibacter,Eubacterium_hallii_group,0.023145130689397,0.03
340,Acutalibacter,Eubacterium_ruminantium_group,0.0253163779314253,0.03
341,Acutalibacter,Faecalimonas,0.0231868192551656,0.05
342,Acutalibacter,Finegoldia,-0.0227311038993479,0.02
343,Acutalibacter,Lachnospiraceae_UCG-001,-0.0246828676406918,0.02
344,Acutalibacter,Lachnospiraceae_UCG-006,-0.0221549512520787,0.04
345,Acutalibacter,Megasphaera,0.0367480813660594,0.01
346,Acutalibacter,Murdochiella,0.0312979437166666,0.0
347,Acutalibacter,Nakamurella,0.0274967605800108,0.02
348,Acutalibacter,Neglecta,-0.0263722865956976,0.05
349,Acutalibacter,Oscillibacter,-0.0202368176613351,0.05
350,Acutalibacter,Prevotella,-0.0196272261378358,0.04
351,Acutalibacter,Roseomonas,-0.0219245920928554,0.05
352,Acutalibacter,Streptobacillus,0.0259989518788435,0.04
353,Acutalibacter,Turicibacter,0.0427534176446374,0.0
354,Adlercreutzia,Allobaculum,-0.0221627990686005,0.03
355,Adlercreutzia,Butyricicoccus,0.0210064895995574,0.05
356,Adlercreutzia,CAG-352,-0.035373515594903,0.0
357,Adlercreutzia,CAG-56,-0.02787988115393,0.02
358,Adlercreutzia,Citrobacter,-0.0234449910987078,0.04
359,Adlercreutzia,Colidextribacter,0.0254667309585741,0.02
360,Adlercreutzia,Dysosmobacter,0.0292548854850276,0.0
361,Adlercreutzia,Elusimicrobium,-0.0248633197531722,0.02
362,Adlercreutzia,Ethanoligenens,0.0208045886617862,0.05
363,Adlercreutzia,Eubacterium_ventriosum_group,-0.0354011033856266,0.01
364,Adlercreutzia,Faecalibacterium,-0.022217964858034,0.03
365,Adlercreutzia,Faecalimonas,0.0358076767803013,0.02
366,Adlercreutzia,Gardnerella,0.0261977838489466,0.04
367,Adlercreutzia,Gemella,-0.0236934380808119,0.05
368,Adlercreutzia,Gemmiger,0.0218590938654054,0.02
369,Adlercreutzia,Granulicatella,0.0236715021598395,0.02
370,Adlercreutzia,Kineothrix,0.0216607605822077,0.0
371,Adlercreutzia,Ligilactobacillus,-0.0228155399176279,0.03
372,Adlercreutzia,Mediterranea,0.020992585893173,0.04
373,Adlercreutzia,Megamonas,-0.0182191637102644,0.05
374,Adlercreutzia,Muribaculaceae,0.0299518430869549,0.03
375,Adlercreutzia,Nakamurella,0.0250045253429342,0.01
376,Adlercreutzia,Pararhizobium,-0.0277205856578347,0.01
377,Adlercreutzia,Phascolarctobacterium,0.0303160758399025,0.03
378,Adlercreutzia,UCG-004,0.0276862139424997,0.02
379,Adlercreutzia,Varibaculum,0.0211312854516174,0.03
380,Aeromicrobium,Agathobacter,-0.0387965758289459,0.0
381,Aeromicrobium,Alistipes,-0.0377855216543623,0.0
382,Aeromicrobium,Anaerobium,0.0168608705347328,0.05
383,Aeromicrobium,Anaerostipes,-0.0357466208146649,0.0
384,Aeromicrobium,Aquabacterium,0.0237386938638509,0.03
385,Aeromicrobium,Bacteroides,-0.1138595757603067,0.0
386,Aeromicrobium,Bifidobacterium,-0.029523017904978,0.02
387,Aeromicrobium,Blautia,-0.0647282294760718,0.0
388,Aeromicrobium,Brevundimonas,0.0521906408563195,0.0
389,Aeromicrobium,Burkholderia,0.0452943126947896,0.01
390,Aeromicrobium,Clostridia_UCG-014,-0.0178276538713447,0.05
391,Aeromicrobium,Clostridia_vadinBB60_group,0.0293152982046635,0.02
392,Aeromicrobium,Collinsella,-0.0249643055036598,0.05
393,Aeromicrobium,Corynebacterium,0.029324106949859,0.04
394,Aeromicrobium,Delftia,0.0191819736949055,0.02
395,Aeromicrobium,Dialister,-0.0455663107151813,0.0
396,Aeromicrobium,Dorea,-0.0292674430457173,0.01
397,Aeromicrobium,Eubacterium_coprostanoligenes_group,-0.0392351424561289,0.0
398,Aeromicrobium,Eubacterium_eligens_group,-0.0257299731162605,0.02
399,Aeromicrobium,Eubacterium_hallii_group,-0.0291624027505976,0.0
400,Aeromicrobium,Faecalibacterium,-0.1011210454154462,0.0
401,Aeromicrobium,Fenollaria,-0.0192975064161279,0.05
402,Aeromicrobium,Fusicatenibacter,-0.0345989207727738,0.0
403,Aeromicrobium,Gastranaerophilales,-0.0257211485749597,0.01
404,Aeromicrobium,Glutamicibacter,0.0235803743999306,0.0
405,Aeromicrobium,Knoellia,0.1092967305099365,0.0
406,Aeromicrobium,Kocuria,0.0414280701540439,0.01
407,Aeromicrobium,Lachnospira,-0.0485686858110833,0.0
408,Aeromicrobium,Lachnospiraceae_NK4A136_group,-0.0336564343731056,0.0
409,Aeromicrobium,Lachnospiraceae_UCG-008,0.0251948918285213,0.01
410,Aeromicrobium,Mediterranea,-0.026995679679837,0.03
411,Aeromicrobium,Megamonas,-0.0236967923801627,0.04
412,Aeromicrobium,Methylobacterium,0.0320899380922605,0.02
413,Aeromicrobium,Microbacterium,0.1276002502441713,0.0
414,Aeromicrobium,Nakamurella,0.0261314844732982,0.01
415,Aeromicrobium,Parabacteroides,-0.019040877226868,0.05
416,Aeromicrobium,Phascolarctobacterium,-0.0312919739592744,0.0
417,Aeromicrobium,Prevotella,-0.0445341426757997,0.0
418,Aeromicrobium,Pseudescherichia,0.0309256037654231,0.02
419,Aeromicrobium,Roseburia,-0.0511074217755402,0.0
420,Aeromicrobium,Ruminococcus,-0.0365657351203851,0.0
421,Aeromicrobium,Ruminococcus_torques_group,-0.0270033662450046,0.01
422,Aeromicrobium,Streptobacillus,0.0247205779936489,0.01
423,Aeromicrobium,Subdoligranulum,-0.0351475830058323,0.0
424,Aeromicrobium,Sutterella,-0.0260419818538583,0.03
425,Aeromicrobium,UCG-002,-0.0292327115836208,0.0
426,Aeromicrobium,UCG-004,-0.0268156455926607,0.0
427,Aeromicrobium,Xanthomonas,0.0244318132365201,0.01
428,Aeromicrobium,Unclassified,-0.0509103414663704,0.0
429,Agathobacter,Akkermansia,-0.0543899667010738,0.0
430,Agathobacter,Aminicella,-0.0204283433006217,0.04
431,Agathobacter,Anaerococcus,-0.0391285332226293,0.0
432,Agathobacter,Anaerostipes,0.0571653990247659,0.0
433,Agathobacter,Asinibacterium,-0.0228737819915848,0.03
434,Agathobacter,Bacteroides_pectinophilus_group,-0.028377083052925,0.04
435,Agathobacter,Barnesiella,-0.027249953924562,0.04
436,Agathobacter,Blautia,0.1173628606187087,0.0
437,Agathobacter,Brevundimonas,-0.0389890254437922,0.0
438,Agathobacter,Burkholderia,-0.0244592580667786,0.05
439,Agathobacter,Butyricicoccus,0.0269152563429358,0.02
440,Agathobacter,Campylobacter,-0.029817375158511,0.0
441,Agathobacter,Catenisphaera,-0.0214492347598256,0.04
442,Agathobacter,Cellulosilyticum,-0.0355414330775179,0.0
443,Agathobacter,Christensenellaceae_R-7_group,0.0391739652556239,0.0
444,Agathobacter,Chryseobacterium,-0.0255769695841379,0.02
445,Agathobacter,Clostridia_UCG-014,0.0413374128825052,0.01
446,Agathobacter,Clostridium_XlVa,-0.0217802991466143,0.05
447,Agathobacter,Coprococcus,0.114081595328417,0.0
448,Agathobacter,Coriobacteriaceae_UCG-003,-0.024804294168122,0.05
449,Agathobacter,Corynebacterium,-0.0236771989677418,0.03
450,Agathobacter,Cronobacter,-0.0400694112277493,0.0
451,Agathobacter,Delftia,-0.023626394715165,0.03
452,Agathobacter,Dialister,-0.0206144967216693,0.04
453,Agathobacter,Dorea,0.0732776414231716,0.0
454,Agathobacter,Duganella,-0.0321687439481634,0.01
455,Agathobacter,Enterobacter,-0.0200283762797701,0.04
456,Agathobacter,Erysipelotrichaceae_UCG-003,0.0458255708578849,0.0
457,Agathobacter,Eubacterium_coprostanoligenes_group,0.0523882011605421,0.0
458,Agathobacter,Eubacterium_eligens_group,0.0491327590039167,0.0
459,Agathobacter,Eubacterium_hallii_group,0.0498524662361144,0.0
460,Agathobacter,Faecalibacterium,0.226821579936189,0.0
