,ZOZOW1T-4026,ZOZOW1T-44,ZOZOW1T-59,ZOZOW1T-6021,ZOZOW1T-6031,ZOZOW1T-61,ZOZOW1T-62,ZOZOW1T-63,ZOZOW1T-64,ZOZOW1T-70,ZOZOW1T-7011,ZOZOW1T-7015,ZOZOW1T-7022,ZOZOW1T-7036,ZOZOW1T-7040,ZOZOW1T-7044,ZOZOW1T-7045,ZOZOW1T-71,ZOZOW1T-80,ZOZOW1T-82,ZOZOW1T-83,ZOZOW1T-84,ZOZOW1T-86,ZN9YTFN-01,ZN9YTFN-03,ZN9YTFN-04,ZN9YTFN-07,ZN9YTFN-08,ZN9YTFN-09,ZN9YTFN-11,ZN9YTFN-12,ZN9YTFN-6011,ZN9YTFN-6021,ZN9YTFN-6031,ZN3TBJM-01,ZN3TBJM-02,ZN3TBJM-03,ZN3TBJM-04,ZN3TBJM-06,ZN3TBJM-07,ZN3TBJM-10,ZN3TBJM-11,ZN0JE53-01,ZN0JE53-04,ZN0JE53-07,ZN0JE53-08,ZN0JE53-09,ZN0JE53-11,ZN0JE53-12,ZMBVNFM-04,ZMBVNFM-07,ZMBVNFM-10,ZMBH10Z-01,ZMBH10Z-04,ZMBH10Z-05,ZMBH10Z-08,ZMBH10Z-08_2,ZLZNCLZ-01,ZLZNCLZ-03,ZLZNCLZ-06,ZLZNCLZ-08,ZLZNCLZ-10,ZLZNCLZ-11,ZLZNCLZ-12,ZLZNCLZ-13,ZLZNCLZ-14,ZLZNCLZ-2011,ZLYEM2C-01,ZLYEM2C-03,ZLYEM2C-07,ZY1ZKJY-01,ZY1ZKJY-04,ZY1ZKJY-05,ZY1ZKJY-06,ZY1ZKJY-07,ZY1ZKJY-08,ZY1ZKJY-09,ZY1ZKJY-11,ZY1ZKJY-2011,ZVTCAK9-01,ZVNCGHM-02,ZVNCGHM-09,ZVNCGHM-10,ZVNCGHM-6021,ZVNCGHM-6031,ZVNCGHM-6041,ZVGW5FI-01,ZV14SIB-01,ZV14SIB-02,ZV14SIB-03,ZV14SIB-04,ZV14SIB-05,ZUL3S6O-07,ZTMFN3O-01,ZTMFN3O-02,ZTMFN3O-04,ZTMFN3O-05,ZTMFN3O-06,ZTMFN3O-07,ZTLIFAS-01,ZTLIFAS-03,ZTLIFAS-04,ZTLIFAS-05,ZRLZ98T-6011,ZQFL1P3-01,ZQFL1P3-03,ZQFL1P3-6011,ZQFL1P3-6021,ZQFL1P3-6031,ZPMBHPS-01,ZPEL6L3-02,ZPEL6L3-03,ZPDABJR-3011,ZPDABJR-6011,ZLPRB8E-06,ZLPRB8E-07,ZLPRB8E-08,ZLGD9M0-05,ZLGD9M0-07,ZLGD9M0-08,ZLGD9M0-09,ZLGD9M0-13,ZLGD9M0-15,ZL9BTWF-04,ZL9BTWF-05,ZL9BTWF-06,ZL9BTWF-07,ZL9BTWF-09,ZL9BTWF-10,ZL9BTWF-11,ZL9BTWF-12,ZL9BTWF-6011,ZL9BTWF-6021,ZL9BTWF-6031,ZKFV71L-01,ZKFV71L-04_2,ZKFV71L-05,ZKFV71L-07,ZKFV71L-09,ZKFV71L-12,ZKFV71L-2011,ZKFV71L-6011,ZKFV71L-6021,ZK4CK8Y-01,ZK4CK8Y-04,ZK4CK8Y-05,ZK4CK8Y-06,ZK4CK8Y-07,ZK4CK8Y-08,ZK4CK8Y-09,ZJXC41N-6021,ZJXC41N-02,ZJXC41N-11
genus_Clostridium.XVIII,0.0126763999999999,0.0427957999999999,0.0371789,0.0300254999999999,0.0119524,0.00586,0.0509706,0.0815111,0.0203832,0.0170926,0.0366872,0.0960832,0.0161044,0.0914165,0.0920614999999999,0.1481619,0.2258861,0.0120647,0.0,0.0386345,0.0319668,0.0119474,0.0237501,0.1449687,0.6317075999999999,0.00916,0.0327378,0.0424317,0.0166574,0.0609137,0.1747487999999999,0.1526329,0.00413,0.0,0.0486676999999999,0.0675562,0.00658,0.0324823,0.0,0.0,0.00563,0.00889,0.0461804,1.6406913,0.0889047,0.00805,0.0,0.00783,0.0282512,0.0085,0.0203008,0.0101007,0.1012889,0.044449,0.0206214,0.0508021,0.0232648,0.3558037,1.8239623,0.1632961,0.4913127,0.0321681,0.0,0.0108594,0.0291687,0.0248016,0.0634518,0.0885419,0.1865412,0.0476889,0.3453964,0.7563063,0.2120997999999999,0.4373339,0.1079497,0.7242471,0.0,0.3267307,0.1568154,0.1402901,0.1926782,0.0943778,0.145183,0.0101611,0.0389826,0.1333333,0.0292015,0.0228206,0.0769757,0.0497622,0.021837,0.00682,0.0139189,0.1762679,0.0653412,0.3305265,0.1252152,0.4678886999999999,0.236448,0.0113559,0.00695,0.0,0.0,0.0279148,0.0201086,0.0071,0.0249128,0.00861,0.0253065,0.011274,0.0160211,0.0,0.0763312999999999,0.0176072,0.0,0.0,0.0,0.00432,0.0308754,0.0,0.0645891,0.0,0.0315911,0.00373,0.00637,0.0031,0.0622906,0.0,0.00462,0.00722,0.0,0.0310719,0.0167543,0.0505715,0.1252826,0.1274749,0.049658,0.0426736,0.0435053,0.0605694,0.0792731,0.0137162,0.0581499,0.1279805,0.1232138999999999,0.0435245,0.0853398,0.0790044999999999,0.0111579,0.1261363,0.00458,0.00532,0.0
genus_Clostridium.XlVa,0.0126763999999999,0.0947621,0.0594862,0.018766,0.0358573,0.0762374,0.0085,0.0708792999999999,0.0733795,0.0769165,0.0642025,0.0565195,0.0724696,0.0962279,0.068456,0.0555607,0.0884915,0.0201078,0.0385546,0.0579518,0.00959,0.0358423,0.0118751,0.0682205999999999,0.0396232,0.0366412,0.0888598,0.0685435,0.0666297,0.0609137,0.0624103,0.0814042,0.0124022999999999,0.0131458,0.0547512,0.1266678,0.0592143999999999,0.2663548,0.1735219,0.1522843,0.0956938,0.0355724,0.7364558,0.4532443,1.002845,0.4991144999999999,0.6793886,1.6198450999999998,0.339015,0.038232,0.0332195,0.0202013,0.1468689,0.0854789,0.1237283,0.1229946999999999,0.1059842,0.057476,0.1309117,0.1130511,0.1920586,0.0965043999999999,0.0295443,0.0890472,0.1895965,0.0744048,0.0380711,0.0120739,0.0853327,0.0366837999999999,0.0824826999999999,0.0226438999999999,0.0706999,0.0276794,0.0539748999999999,0.0707404,0.0691627,0.1021033,0.0361882,0.3134141,0.0993497,0.0269651,0.0311106999999999,0.0762079,0.1072019999999999,0.1222222,0.4435854,0.0171155,0.0513171,0.0469977,0.0764296,0.4297408,0.0521957,0.2403653999999999,2.9216839,2.2349886,4.2886211,0.2563774,0.2211227,0.155738,0.1042173,0.2810466,0.235897,0.0,0.4596248,0.113545,0.031141,0.0581158,0.0759195,1.3641488,0.1722273,0.0423293,0.1225318,0.0616250999999999,0.0363592,0.0319859,0.0801199,0.0798446,0.0526698,0.112881,0.1722375,0.419991,0.1017937,0.4776298,0.7406652,0.3410218,0.3419064,0.3870434,0.3467246,0.3343275,0.5430302,1.1860884,0.9013839,1.8458582,0.0366681,0.1979929,0.0670383,0.1675333,0.0932256,0.0535806,0.0243917,3.4793343,0.0492038,0.0669436,0.0302630999999999,0.1160653999999999,0.2072539,0.2040951,0.0306843,0.0695924,0.1166754,0.0798637,0.101877
genus_Clostridium.XlVb,0.0845094,0.0213978999999999,0.0632041,0.0750638,0.1374529,0.1495426,0.1146838,0.1275827,0.0407664,0.0598239,0.6420251,0.1978183,0.088574,0.0625481,0.0542927,0.1203815,0.1979414,0.1005389,0.0560794,0.113144,0.0959003,0.0995619,0.2196889,0.0142125999999999,0.0147172,0.021374,0.0420915,0.0212158,0.0222098999999999,0.0203046,0.00624,0.0152633,0.0,0.00438,0.0730016,0.2786691,0.0921113,0.155915,0.1928021,0.0609137,0.0956938,0.1363609,0.1944438,0.7792621,1.4935989,0.1449042,0.2697572,0.4538696,0.6215275,0.016992,0.0609025,0.00673,0.0810311,0.0752214,0.0962332,0.1122995,0.0749644999999999,0.1231628,0.011001,0.0502448999999999,0.31712,0.1179498,0.0664746,0.1042504,0.1166748,0.0186012,0.0761420999999999,0.0664064,0.0992241,0.0880411,0.0979482,0.0588741,0.1716997999999999,0.1051815999999999,0.0848175999999999,0.0976890999999999,1.1942088,0.091893,0.0482509,0.4089308,0.0120424,0.0224709,0.0362957999999999,0.0,0.00975,0.0333333,0.00139,0.0456413,0.0769757,0.0939954,0.1228334,0.095498,0.0521957,0.2804262,1.0267899,0.6689226,0.4265143,0.2820150999999999,0.5210614,0.1411375,0.9726951,0.3742279,0.0203359,0.0465246,0.0143632999999999,0.0189242,0.0124564,0.00646,0.0112473,0.0338219,0.1281692,0.0544234,0.2008718,0.1584647,0.1454369,0.0719683,0.0749509,0.0107898,0.0472212,0.0167231,0.0376769,0.0118493,0.00702,0.1306019,0.2995806,0.1240079,0.2214778,0.0977002999999999,0.0832139,0.1274774,0.2445057,0.1564307999999999,0.2546661,0.3894002,0.0977816,0.0759425,0.0757284,0.0426736,0.0124301,0.0209663,0.0487835,0.162308,0.0313115,0.0748194,0.0453946,0.0918851,0.0914355,0.1514254,0.0502106,0.2783698,0.1052367,0.063891,0.0740924
genus_Clostridium.sensu.stricto,0.0845094,0.0993474,0.00372,0.5667317,0.0,0.0439831,0.0,0.3543963,0.0122299,0.0598239,0.3760433,0.1639066,0.3999248,0.3801001,0.1109458999999999,0.1203815,0.6730008,0.00804,0.0420595,0.0137980999999999,0.1534404,0.0637196,0.4512528,2.4758385,0.0,0.1251908,0.0140305,0.0244798,0.0,0.0406091,0.0436871999999999,0.1984228,0.0413411,0.0525831,0.0,0.2702246,0.0197381,0.0324823,0.0449871,0.2944162,0.0675486,0.0266792999999999,0.00972,2.8069338,0.00356,0.0,0.0899191,0.023476,0.2071758,0.8049956,0.0682846,0.0976398,0.0,0.2410504,0.068738,0.013369,0.0,0.0903194,3.8910463,0.0376837,0.1607932,0.0214454,0.0517025,0.0,0.0,1.140873,0.0126904,0.0925665,0.0119069,0.0110050999999999,1.8764821,0.0226438999999999,0.1413999,0.0,0.0,0.0101058,0.0,0.0,0.0120626999999999,0.00597,0.1911729,1.0965799,0.1399979,0.6553879,0.0974564,0.3444444,0.00417,0.0,0.0256586,0.0691142,0.0136482,0.1500681999999999,0.0313174,0.1121704999999999,0.0,0.0157394,0.0,0.00641,0.0831947,0.0,0.0,0.0,0.0122016,0.3442821,0.0229812,0.1655864,0.0,0.148518,0.0590485,0.0,0.0,0.0181411,0.00402,0.0,0.0,0.008,0.0335987,0.640915,0.1816201,0.6271165000000001,5.484687,0.0,0.0175506,0.0186574,0.00127,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3208458,0.0216979,0.5549279,0.018966,0.2796768,0.7501281000000001,0.4024636,0.00686,0.1789229,0.00591,0.00648,0.0677048,0.0060999999999999,0.0592534,0.00837,0.0260972,0.0343163,0.0,0.0401334
genus_Collinsella,1.829629,0.3224968,0.1449976,0.00375,0.0896431999999999,0.0557119,0.0127426,0.00354,0.00408,0.00427,0.1008897,0.0565195,0.1932523,0.5388761,0.4768312,0.157422,0.8825858000000001,0.0,0.0034999999999999,0.0248365,0.0031999999999999,0.0,0.1781260999999999,1.1881751,1.9743694,0.1435115,0.0327378,0.1729906,0.377568,1.1218274,1.6663546,5.2047825,0.0578775,0.0832566,0.091252,0.00844,0.0328969,0.0519717,0.0514139,0.0101523,0.3546299,0.1245035,0.1677078,0.466497,0.3876245,0.4508131,1.9482466,0.4460442999999999,0.1412562,0.1911599,0.0479838,0.2188479,0.1721911,3.6208842,0.2818256999999999,0.2647059,0.6126406,0.00274,0.0,0.0,0.0,0.0,0.0,0.1759224999999999,0.00972,0.0,0.0,0.3843522,0.2301998,0.6346295,1.3145685,0.00906,0.2726997,2.3582817,0.3392706,0.1381122,0.371173,0.428834,0.2050662999999999,0.0,0.00753,0.0808952,0.0674064,0.0457247,0.0682195,0.1888889,1.8216203,0.3708352,0.2223742999999999,0.0635851,0.0737,0.0,0.0,0.2964506,0.0,0.0157394,0.0,1.8330983,0.8691654,0.2644301,0.0416869,0.1878654,0.1382845,0.1860984,0.0861797,0.8444906999999999,0.6041355,1.5368389,0.9503993,0.0845547,0.4085392999999999,0.1511762,0.3113513,0.3697509,0.0969579,0.7876534,1.2043833,0.0,0.00545,0.0,0.0,0.6240619000000001,0.0,0.2313519,0.1606262,0.0806052,2.3836549,0.0150308,0.6842032,1.2579373,0.1336252,0.0192859999999999,0.0971752,0.1618287,0.0488908,0.0786547,0.1477325,0.1058937,0.2113114,0.1700601,0.0975669,0.0457206,0.1610306,0.3248735,0.3674802,0.0241803,0.1523926,2.1857923,0.3458952999999999,0.7437693000000001,0.0549061,0.1916729,0.101877
genus_Coprococcus,1.3606017,0.1283873999999999,0.1747407,0.2402042,0.7111695,0.8063570000000001,0.0764558,0.2161816999999999,0.6604158,0.7307068,0.0917178999999999,0.0791273,0.1637276,0.2983064,0.2502184,0.1389018,0.1536957,0.5147591,0.2102976,0.3504704999999999,1.0501079,0.266826,0.4512528,1.9386015,0.587556,0.2534350999999999,0.1449818,0.2137903,0.2054414,0.284264,0.8175747000000001,1.9384381,0.0454752,0.0832566,0.4258426,1.2751224,0.0526349999999999,0.2273761,0.0771208,0.0812183,0.1632423,0.0326081,0.3159711,0.4717981,1.1877667,0.9016261,3.0072934,2.058064,0.7345324,0.3122279,0.2380733,0.366991,0.2506899999999999,0.1487332,0.2405829,0.6951872,1.2123562,0.5035991,0.4114366,0.4773269999999999,0.969226,0.4503537999999999,0.0886328,0.5321113,0.2722411,0.1612103,0.4314720999999999,0.2354409,0.3949118,0.5539252,1.0516548,0.3894751,0.2019997999999999,0.1937555,0.1079497,0.3907566,0.5256363,0.275679,0.1568154,0.202973,0.276975,0.2741449999999999,0.1607384,0.0660468,0.3410974,0.3222221999999999,0.2141447,0.4507074,2.0184742,2.0596041,1.2610891000000002,0.0,0.1009117,0.0,0.0,0.00787,0.0,0.0,0.0,0.4412575999999999,0.7364691,0.00301,0.8378411,0.2326230999999999,0.0258539,0.2720348,0.1806178,0.3077982999999999,0.4611405,0.7328072,0.3885128,0.925198,1.3960589,2.0336297,0.4969095,1.4433649,0.5143182,0.4315926,0.2924083,0.4975124,0.7320093,0.1816889,0.6879848,0.1753797,0.2154431,0.1736111,0.4886354,0.2667969,0.2265267,0.3198961,0.1535269,0.3289333,0.2546661,0.6119146,0.1680621,3.2221318,2.6368388,2.9081254000000003,12.4487259,4.5869636,4.2868468,0.1600219,1.9457864,0.2500541,0.1642853,0.2659832,0.2925937,0.1909276,0.1171581,0.1957288,0.446112,0.2662123,0.4383798
genus_Dorea,0.3211358,0.9950021,0.3755066,0.3415403,0.1553816,0.6890687000000001,0.4162596,0.9037105,0.4402772,0.2478421,0.2934972,0.3221613,0.7139597999999999,0.6399153000000001,0.9536624,0.5000463,0.6520423,0.289552,0.1226736,0.5795182,0.610565,0.4619673,0.3265645,0.9494031,2.2449395,0.2229008,0.2665794,0.1778866,0.1665741,0.5279188,0.8113337,1.7603662999999998,0.0165364,0.1314579,0.9186032,0.3884479,0.5131916999999999,0.5132203,0.3984576,0.4263959,0.6135660000000001,0.1304322,0.0364582,0.3710772,0.4978663,0.2495572,0.8392447000000001,0.4695203,0.2071758,1.0619995,0.1863984,0.366991,0.2608188999999999,0.3282388,0.2680781,0.5561497000000001,0.6281504,0.4297014,2.3806119,0.6029393,1.174684,0.9543213,0.0295443,0.2888604,0.3062712999999999,0.2294146999999999,0.2791878,0.5513744,0.692584,0.3815114,1.0722755,0.5026946,0.0908998999999999,0.2491142999999999,0.0616856,0.2054841,0.7884544,0.30631,0.2895054,0.5104173,0.4907274,0.3820053,0.2799958999999999,0.0863689,0.1754215,0.2666667,0.3267792,0.2396165999999999,0.2052686,0.1962844,0.2593149,0.1159618,0.1531074,0.2403653999999999,0.00933,0.4249626,0.7434653,0.3909755,0.1839039999999999,0.3666331,0.2223302999999999,0.4794325,0.3050392,0.0837443,0.0373445,0.2389174999999999,0.2864972999999999,0.3034934,0.5454954,0.0789177,0.3805022999999999,0.1874584,0.4218307,0.6074478,0.0727184999999999,0.647715,0.1679934,2.9715149,0.4467853,0.6647435,0.2691211,0.0816284,0.5159886,0.4813612,0.7062453,0.421627,0.4941723999999999,0.6237787,0.4114465,1.0270348,0.3269553,0.3235761,0.46242,0.6726004,0.3697366,0.3390289999999999,0.2197366,0.2513,0.0435053,0.2679029,0.0792731,0.3543343,0.3488996,0.1634212,0.153477,0.1112293,0.1341055,0.1711765,0.1338949,0.2000783,0.2585162,0.1810244,0.2593233
genus_Eggerthella,0.0,0.0045899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917,0.00565,0.0134203,0.00481,0.00236,0.0,0.0,0.0,0.0,0.00276,0.0015999999999999,0.0,0.0178125999999999,0.173394,0.0849069,0.0,0.028061,0.00326,0.0,0.00508,0.0124821,0.0356143,0.0,0.00219,0.0,0.0,0.0,0.0259858,0.0192802,0.0,0.1069518999999999,0.0,0.0,0.0053,0.0,0.0161005,0.0,0.0,0.0,0.016992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00547,0.0374033,0.0125611999999999,0.00893,0.0214454,0.0,0.0,0.00486,0.0,0.0380711,0.1308005,0.0853327,0.0293469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0253595999999999,0.0,0.0,0.1552145999999999,0.0015099999999999,0.0,0.0,0.0,0.0,0.0111111,0.015296,0.0,0.00855,0.0,0.0,0.0,0.0,0.0480731,1.0547932,0.7790981,0.6456409,0.3781566,0.0350293,0.00487,0.0138956,0.00301,0.0366047,0.0093,0.0,0.0,0.0,0.00215,0.0224947,0.0,0.0,0.0,0.0200872,0.0264107999999999,0.0121197,0.008,0.0646128,0.0366854,0.0108972,0.0,0.0269120999999999,0.0210654,0.00702,0.0,0.00382,0.0,0.1204286,0.00752,0.032361,0.00481,0.0170585,0.0225002999999999,0.0167543,0.0151714,0.1008372999999999,0.1790073,0.1216621,0.0553175999999999,0.0994406,0.0349439,0.0304896999999999,0.0228603,0.0715692,0.0,0.0,0.0,0.0,0.00658,0.0,0.00435,0.00229,0.0266211999999999,0.0
genus_Erysipelotrichaceae_incertae_sedis,0.0,0.0152842,0.0706398,0.0075099999999999,0.0,0.0,0.00425,0.00354,0.00408,0.00855,0.00917,0.0226078,0.0,0.0,0.00944,0.0277803999999999,0.0,0.0201078,0.0,0.0137980999999999,0.0031999999999999,0.00398,0.00594,0.0795907,0.1369832,0.0519083999999999,0.00468,0.0277438,0.0721821,0.0456853,0.1560257,0.3866701,0.00413,0.0153368,0.0182504,0.0760007,0.0131588,0.0065,0.0,0.0,0.0112581,0.0,1.4558977,1.5823791,1.1024182,0.2898084,0.9091817,0.4147429,0.2636783,0.0085,0.0018499999999999,0.0,0.0253222,0.0222245,0.0,0.00802,0.0103399,0.0246326,0.0374033,0.0628061999999999,0.0759301,0.0107227,0.0,0.00652,0.0194458,0.0062,0.0,0.2032439,0.2301998,0.2787968,0.0257758999999999,0.0317015,0.0101,0.0221435,0.0,0.0101058,0.016138,0.0102103,0.0,0.0477583,0.0,0.0,0.0,0.0,0.0,0.0,0.00417,1.3977636,0.8210742,1.3739909,1.5777262,0.7571623000000001,0.0,0.0160244,0.2987025,0.1259149,0.8099858999999999,0.6409435,0.0875732999999999,0.5483274,0.00695,0.0015,0.0569407,0.2047082999999999,0.0172359,0.00946,0.0124564,0.0107622,0.0,0.0281849,0.00801,0.0,1.558765,0.5986442,0.0,0.0119946999999999,0.0155071,0.0388433,0.0853614,0.0710732,0.1184133,0.0118493,0.0,0.3992686,0.4066647,0.5394345,0.4983251,0.3194048,0.1802968,0.4185107,0.2729366,0.0364291,0.0067,0.0252857,0.0213897,0.0678058,0.0571066999999999,0.00316,0.0372901999999999,0.011648,0.0,0.00914,0.00895,0.0118135999999999,0.00648,0.00967,0.0121914,0.0,0.0139474,0.0,0.6794627999999999,0.6495581,0.747098
genus_Faecalibacterium,22.4668301,2.5035536,5.3426033,2.4808587,5.8686428,3.591954,1.9071486,1.9810752,3.9217285,1.6964362,6.6954049,8.7548748,9.9498081,11.9899923,14.8620258,3.1299194000000004,11.1964976,1.8137215,2.0433914,1.2142286,3.4827779000000003,1.8956591,7.522859499999999,10.0938033,3.4947697,22.5435115,4.9013189,6.119951,5.0749584,12.9695431,4.3187917,8.2727041,1.9719707,1.6519872000000002,1.6364521,5.396048,5.7635371,13.0708764,2.403599,0.3857868,5.1899803,2.688682,1.132635,3.6259542,7.670697,5.0394461,7.183534799999999,0.5712497000000001,1.9022507,3.7849663,18.6656824,13.5382647,6.3406852,8.862447399999999,5.1003574,7.366310199999999,7.478350799999999,11.7141528,2.6358346,7.82565,7.4456206,6.1870041,5.6355713000000005,13.1594379,17.4331551,4.1108631,13.3375635,3.3847145000000003,11.011887,7.960381499999999,16.6254253,3.3648838,7.0598929,15.6997343,4.8037628,2.7723506,0.3227591,6.4274045,7.4788902,4.0684138,4.050758699999999,5.1053885,3.7643887,2.5707463,35.9126791,26.3888889,11.499847,5.3913738,3.3185084,5.255446200000001,12.7828579,0.2592086999999999,3.9181571,18.9167535,7.392887099999999,1.172582,0.2073877,1.1921549,6.4016113,0.575906,4.7384145,2.7443377,3.3025583,2.3262306,18.037402,8.818659199999999,1.2767813,5.6845821,13.9045102,2.5873732,12.0038451,8.4356292,18.5364482,13.9096751,4.8418374,9.3638799,2.8507185,2.1795425,0.6138758,0.543501,0.102266,5.2347473,10.8533118,1.3545282,3.4164935,2.3158482,9.3297528,1.8074553,3.5920669000000003,1.9554551,0.6851847,0.00321,0.0201052,0.0252857,7.0372181000000005,5.4868457,11.8421869,14.207140700000002,19.0677439,11.8017053,9.8359656,0.0228603,10.359635,9.2520034,2.7431314,3.3804043,4.3950015,3.2786885000000003,1.6067394,3.5448654000000004,7.7669237,9.9297199,9.820326
genus_Flavonifractor,0.0422547,0.1146316,0.0371789,0.0150128,0.0179286,0.014661,0.0085,0.0177198,0.0285365,0.00427,0.0366872,0.0113039,0.0429449,0.024057,0.0590138,0.0463006,0.041917,0.00804,0.00701,0.0193173,0.0287701,0.0159299,0.0534377999999999,0.1847641,0.0350949,0.1160305,0.0140305,0.0212158,0.0166574,0.0406091,0.0249641,0.1119308,0.0124022999999999,0.0065699999999999,0.0365008,0.0168889999999999,0.0,0.0194894,0.0,0.0507614,0.0337743,0.0355724,0.0413193,0.9170908,0.2738265,0.2334568,0.1998202,0.3130135,0.1035879,0.2421359,0.0424472,0.0538701999999999,0.1012889,0.2325025,0.034369,0.0294118,0.0232648,0.1012672,0.4290382,0.0376837,0.6163741,0.1393952,0.0147721,0.00217,0.0388916,0.031002,0.0,0.0120739,0.00595,0.0110050999999999,0.1701206,0.0135863,0.0605999,0.0498228999999999,0.0385535,0.0033699999999999,2.0656584,0.0357362,0.0241255,0.2865501,0.0165582999999999,0.0134825,0.0311106999999999,0.0508053,0.1461846,0.0666667,0.0486692,0.0228206,0.05987,0.0442331,0.0191074,0.1091404999999999,0.0208783,0.7291082,3.0617007000000003,0.5980955,0.2699953,0.6409435,0.1992294,0.4282794,0.0555826,0.078152,0.0325375,0.0,0.0660711,0.0,0.0249128,0.0,0.00281,0.00564,0.0,0.0,0.0241046,0.0176072,0.0424191,0.0399824,0.0335987,0.056107,0.0217944,0.0418078,0.0215297,0.0803118,0.0210607999999999,0.0485093,0.0382443,0.046503,0.4914039,0.0112731,0.032361,0.0601308,0.0597049,0.0514293,0.050263,0.0809143,0.0458351,0.0271223,0.0931087,0.0284490999999999,0.0559353999999999,0.0279551,0.0243917,0.0571507,0.0223654,0.0255961,0.1015975,0.0531966,0.060957,0.1250905,0.0976317,0.1522335,0.0640571,0.0319455,0.0370462
genus_Lachnospiracea_incertae_sedis,7.3354179,3.8409219,1.6767668999999998,3.7907221,8.725273399999999,3.7796153,1.6650384,4.199596,2.2951488,3.6492607,5.7965698,5.6349969,8.1944333,11.0613934,10.1574487,8.6119085,12.7497555,4.0617711,2.1800848,5.8558931,4.7710381,5.5316607,4.9756561,7.347925,8.9729656,10.5770992,3.4094098,4.6315789,8.5785675,6.8426396,9.5924608,19.4759603,0.8557609,2.7255598,5.2196131,5.2440466,4.7963682,5.320600300000001,5.9061697,2.2233503000000003,5.0042218,1.6244738,3.2399193,11.206531,9.1358464,4.966994000000001,21.031072,3.5761797,2.5237781,3.2242306,10.1928578,5.4812969,4.8973184000000005,3.4926659,2.9969755,6.157754,4.9993538,14.6290062,11.7831487,13.6666248,16.5081067,5.8867682,3.2868011000000004,5.3471755000000005,4.171123000000001,7.118055600000001,14.923857900000002,6.0168230000000005,14.1652279,7.1239912,10.0422724,10.7694398,6.2619937,6.0064216,1.9276737,11.0658223,4.1820361,7.5607515,7.225573000000001,3.949018,6.915341999999999,8.9838659,5.2473297,0.7366763000000001,4.7948543,4.8555556,10.7253108,6.1558649,5.4139583,9.9220391,7.752149599999999,7.285129599999999,10.279073,4.655075699999999,2.9310184,3.0455654,2.8916888000000003,3.0252532,5.1055259,2.1040849,8.0386299,6.300254,3.745882,1.8423746,3.8091408,7.5247197,3.2199801,8.2093889,5.9863907,1.7531003,5.0026034,5.6177058,5.417512,5.4758341,3.7510605,7.2128264,1.9745684,6.5602072,3.2255721,3.7041682,1.7815814,7.450562199999999,5.7179964,3.1754916,4.4439912,4.8270089,3.8066499,4.1560198,4.932735399999999,8.827208,4.048559999999999,1.7046671999999998,2.0339778,2.5842015,7.465012499999999,9.240575,6.5771995,7.551642899999999,7.0229956,8.498346,6.0491493,1.4630578,11.6478798,6.873535599999999,8.324506600000001,7.5974466,8.9606827,3.0087563,4.778376,9.5994085,4.7928439,4.9302524,5.0351939
genus_Odoribacter,0.2324009,1.0484968,0.1858943,0.4391232999999999,0.4422398999999999,1.2461881,1.5248694,1.7719814,0.9253975,0.9999145,0.3576997,0.480416,0.7112757,0.8371824,0.3304771,0.5000463,0.0489032,0.6595351,0.7991308,3.038331,0.5210581,0.426125,0.4037525,0.352473,0.2128334,0.3877863,2.7873913,0.2366381,0.1221544,0.3096447,0.1997128999999999,0.00509,0.0248047,0.1007844,0.0790849999999999,0.0760007,0.0394763,0.1364256,0.0449871,0.0812183,0.2082746999999999,0.2282564,0.2114576,0.0874682,0.0782361,0.0483014,0.039964,0.1017294,0.2730954,0.1168199,0.1771708,0.1717114,1.2762402000000002,1.0787431,0.8660984,0.7058824,0.9978028,0.0492651,0.0198018,0.1381736,0.0401983,0.0107227,0.1107909999999999,0.4930174,0.5347594,0.5456349,0.3045684999999999,0.3038596,0.2063861,0.3044754,0.0206207,0.3487161,0.1211999,0.1550044,0.0308428,0.0976890999999999,0.4933604,0.2399427999999999,0.2412544999999999,0.0,0.7406069000000001,0.4629005,0.7051746999999999,0.1016105,0.0584738,0.2333333,0.2030203,0.6960292,0.3506671,0.32069,0.4067149,0.1432469,0.1043914,0.3445237,0.205358,0.3069174,0.1408671,0.6217152,0.8166213999999999,0.7267772,0.3265476,0.3050934,0.6019441000000001,0.0558295,0.1838498999999999,0.4116005,0.2864972999999999,0.0947071999999999,0.0,0.5749718,0.2923859,0.2963053,0.4278569,0.5898407,0.5938673999999999,0.4597977,0.3308177,0.0517911,1.2368325,0.3720891,0.575919,0.00132,0.0702025,0.0,0.00127,0.0,0.0332217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666809,0.1654462,0.3289841,0.1691138,0.0559353999999999,0.2073335999999999,0.2317214,0.0,0.1655037,0.9549312,0.9078922,0.5899989999999999,1.1642792000000002,2.0146158,3.1576892,0.6393806,0.4209466999999999,0.1810244,0.6050877
