,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
10,0.39,0.25,0.46,0.36,0.25,0.02,0.39,0.52,0.04,0.24,1.0,0.3,0.39,0.24,0.38,0.46,0.43,0.45,0.37,0.46,0.46,0.36,0.46,0.29,0.13,0.54,0.33,0.22,0.27,0.37,0.14,0.41,0.29,0.39,0.18,0.33,0.33,0.17,0.32,0.48,0.17,0.36,0.39
11,0.27,0.18,0.53,0.16,0.0,0.06,0.33,0.5,0.0,0.4,0.3,1.0,0.45,0.31,0.42,0.32,0.43,0.13,0.31,0.1,0.44,0.44,0.0,0.12,0.39,0.42,0.1,0.31,0.23,0.11,0.04,0.14,0.29,0.47,0.45,0.03,0.31,0.34,0.2,0.38,0.24,0.47,0.0
12,0.42,0.27,0.39,0.22,0.05,0.21,0.22,0.25,0.3,0.52,0.39,0.45,1.0,0.32,0.04,0.39,0.2,0.38,0.32,0.44,0.18,0.41,0.11,0.17,0.43,0.31,0.02,0.46,0.38,0.09,0.45,0.03,0.47,0.31,0.5,0.27,0.43,0.39,0.36,0.45,0.16,0.31,0.06
13,0.36,0.4,0.46,0.25,0.3,0.07,0.39,0.24,0.05,0.51,0.24,0.31,0.32,1.0,0.17,0.36,0.39,0.31,0.37,0.45,0.36,0.2,0.25,0.43,0.45,0.29,0.36,0.45,0.43,0.33,0.19,0.21,0.05,0.41,0.24,0.0,0.48,0.34,0.36,0.44,0.23,0.25,0.07
14,0.36,0.46,0.35,0.16,0.04,0.32,0.15,0.15,0.06,0.38,0.38,0.42,0.04,0.17,1.0,0.08,0.16,0.29,0.11,0.12,0.45,0.26,0.11,0.07,0.46,0.31,0.34,0.01,0.02,0.45,0.13,0.47,0.04,0.58,0.24,0.01,0.13,0.41,0.18,0.46,0.25,0.46,0.06
15,0.38,0.25,0.3,0.25,0.1,0.29,0.13,0.11,0.13,0.31,0.46,0.32,0.39,0.36,0.08,1.0,0.57,0.25,0.21,0.5,0.41,0.41,0.07,0.4,0.39,0.4,0.29,0.18,0.14,0.28,0.11,0.28,0.27,0.51,0.46,0.2,0.09,0.42,0.15,0.47,0.19,0.43,0.19
16,0.3,0.4,0.31,0.1,0.1,0.19,0.38,0.38,0.47,0.35,0.43,0.43,0.2,0.39,0.16,0.57,1.0,0.42,0.1,0.38,0.23,0.49,0.12,0.37,0.39,0.44,0.29,0.26,0.33,0.52,0.48,0.17,0.22,0.19,0.13,0.32,0.16,0.35,0.46,0.41,0.29,0.4,0.12
17,0.17,0.29,0.15,0.23,0.36,0.0,0.29,0.39,0.0,0.44,0.45,0.13,0.38,0.31,0.29,0.25,0.42,1.0,0.02,0.14,0.38,0.47,0.24,0.46,0.23,0.12,0.07,0.01,0.13,0.14,0.01,0.05,0.02,0.5,0.42,0.27,0.5,0.37,0.42,0.45,0.17,0.28,0.06
18,0.38,0.06,0.24,0.13,0.43,0.41,0.29,0.31,0.46,0.4,0.37,0.31,0.32,0.37,0.11,0.21,0.1,0.02,1.0,0.27,0.2,0.14,0.2,0.48,0.38,0.48,0.32,0.07,0.26,0.34,0.06,0.15,0.04,0.46,0.35,0.14,0.27,0.3,0.42,0.51,0.2,0.19,0.14
19,0.15,0.33,0.17,0.2,0.41,0.34,0.4,0.33,0.0,0.45,0.46,0.1,0.44,0.45,0.12,0.5,0.38,0.14,0.27,1.0,0.23,0.33,0.39,0.17,0.07,0.26,0.3,0.05,0.42,0.27,0.4,0.19,0.1,0.23,0.46,0.31,0.36,0.22,0.05,0.49,0.3,0.27,0.53
20,0.51,0.3,0.3,0.34,0.25,0.0,0.44,0.4,0.24,0.54,0.46,0.44,0.18,0.36,0.45,0.41,0.23,0.38,0.2,0.23,1.0,0.44,0.47,0.23,0.36,0.25,0.41,0.27,0.37,0.23,0.24,0.29,0.28,0.18,0.31,0.14,0.17,0.25,0.33,0.31,0.38,0.43,0.06
21,0.22,0.14,0.06,0.46,0.41,0.21,0.37,0.39,0.5,0.42,0.36,0.44,0.41,0.2,0.26,0.41,0.49,0.47,0.14,0.33,0.44,1.0,0.39,0.41,0.4,0.54,0.44,0.38,0.29,0.4,0.16,0.3,0.16,0.48,0.35,0.22,0.28,0.37,0.36,0.06,0.31,0.41,0.09
22,0.53,0.1,0.33,0.01,0.06,0.21,0.45,0.17,0.02,0.48,0.46,0.0,0.11,0.25,0.11,0.07,0.12,0.24,0.2,0.39,0.47,0.39,1.0,0.01,0.0,0.28,0.28,0.36,0.01,0.22,0.0,0.0,0.43,0.45,0.24,0.0,0.07,0.48,0.09,0.22,0.0,0.42,0.11
23,0.25,0.34,0.47,0.38,0.04,0.04,0.27,0.14,0.13,0.38,0.29,0.12,0.17,0.43,0.07,0.4,0.37,0.46,0.48,0.17,0.23,0.41,0.01,1.0,0.28,0.28,0.51,0.09,0.34,0.48,0.48,0.2,0.06,0.33,0.25,0.01,0.1,0.32,0.38,0.14,0.09,0.47,0.22
24,0.3,0.31,0.53,0.04,0.35,0.01,0.06,0.07,0.0,0.38,0.13,0.39,0.43,0.45,0.46,0.39,0.39,0.23,0.38,0.07,0.36,0.4,0.0,0.28,1.0,0.25,0.35,0.0,0.03,0.2,0.0,0.0,0.0,0.36,0.23,0.06,0.41,0.38,0.0,0.15,0.0,0.36,0.01
25,0.12,0.36,0.27,0.49,0.11,0.33,0.14,0.37,0.1,0.24,0.54,0.42,0.31,0.29,0.31,0.4,0.44,0.12,0.48,0.26,0.25,0.54,0.28,0.28,0.25,1.0,0.31,0.43,0.41,0.37,0.29,0.29,0.31,0.4,0.48,0.42,0.38,0.32,0.5,0.4,0.48,0.21,0.39
26,0.27,0.23,0.55,0.14,0.0,0.0,0.18,0.23,0.03,0.53,0.33,0.1,0.02,0.36,0.34,0.29,0.29,0.07,0.32,0.3,0.41,0.44,0.28,0.51,0.35,0.31,1.0,0.45,0.44,0.21,0.25,0.33,0.14,0.28,0.2,0.14,0.02,0.33,0.2,0.22,0.43,0.21,0.0
27,0.17,0.46,0.22,0.27,0.45,0.0,0.39,0.06,0.14,0.52,0.22,0.31,0.46,0.45,0.01,0.18,0.26,0.01,0.07,0.05,0.27,0.38,0.36,0.09,0.0,0.43,0.45,1.0,0.09,0.06,0.25,0.18,0.06,0.42,0.14,0.0,0.12,0.39,0.34,0.46,0.02,0.41,0.27
28,0.14,0.2,0.23,0.52,0.31,0.0,0.41,0.51,0.26,0.2,0.27,0.23,0.38,0.43,0.02,0.14,0.33,0.13,0.26,0.42,0.37,0.29,0.01,0.34,0.03,0.41,0.44,0.09,1.0,0.2,0.38,0.36,0.0,0.31,0.47,0.04,0.11,0.4,0.01,0.47,0.12,0.28,0.26
29,0.53,0.33,0.04,0.01,0.0,0.02,0.25,0.32,0.13,0.25,0.37,0.11,0.09,0.33,0.45,0.28,0.52,0.14,0.34,0.27,0.23,0.4,0.22,0.48,0.2,0.37,0.21,0.06,0.2,1.0,0.0,0.07,0.38,0.46,0.47,0.11,0.28,0.39,0.44,0.15,0.22,0.33,0.26
30,0.05,0.16,0.17,0.49,0.0,0.0,0.39,0.1,0.03,0.4,0.14,0.04,0.45,0.19,0.13,0.11,0.48,0.01,0.06,0.4,0.24,0.16,0.0,0.48,0.0,0.29,0.25,0.25,0.38,0.0,1.0,0.15,0.45,0.38,0.09,0.32,0.08,0.23,0.34,0.21,0.03,0.0,0.4
31,0.39,0.23,0.37,0.03,0.22,0.33,0.03,0.43,0.06,0.39,0.41,0.14,0.03,0.21,0.47,0.28,0.17,0.05,0.15,0.19,0.29,0.3,0.0,0.2,0.0,0.29,0.33,0.18,0.36,0.07,0.15,1.0,0.38,0.33,0.17,0.31,0.4,0.12,0.18,0.41,0.0,0.02,0.5
32,0.05,0.48,0.27,0.26,0.02,0.0,0.1,0.38,0.0,0.43,0.29,0.29,0.47,0.05,0.04,0.27,0.22,0.02,0.04,0.1,0.28,0.16,0.43,0.06,0.0,0.31,0.14,0.06,0.0,0.38,0.45,0.38,1.0,0.38,0.1,0.0,0.07,0.22,0.08,0.35,0.08,0.02,0.05
33,0.18,0.35,0.23,0.48,0.07,0.5,0.46,0.25,0.25,0.33,0.39,0.47,0.31,0.41,0.58,0.51,0.19,0.5,0.46,0.23,0.18,0.48,0.45,0.33,0.36,0.4,0.28,0.42,0.31,0.46,0.38,0.33,0.38,1.0,0.52,0.27,0.49,0.5,0.18,0.38,0.18,0.4,0.22
34,0.42,0.21,0.46,0.31,0.02,0.44,0.05,0.37,0.2,0.28,0.18,0.45,0.5,0.24,0.24,0.46,0.13,0.42,0.35,0.46,0.31,0.35,0.24,0.25,0.23,0.48,0.2,0.14,0.47,0.47,0.09,0.17,0.1,0.52,1.0,0.49,0.29,0.19,0.33,0.44,0.38,0.41,0.04
35,0.06,0.16,0.55,0.44,0.0,0.0,0.02,0.09,0.5,0.16,0.33,0.03,0.27,0.0,0.01,0.2,0.32,0.27,0.14,0.31,0.14,0.22,0.0,0.01,0.06,0.42,0.14,0.0,0.04,0.11,0.32,0.31,0.0,0.27,0.49,1.0,0.0,0.18,0.42,0.06,0.03,0.01,0.0
36,0.5,0.41,0.04,0.26,0.01,0.0,0.0,0.11,0.4,0.33,0.33,0.31,0.43,0.48,0.13,0.09,0.16,0.5,0.27,0.36,0.17,0.28,0.07,0.1,0.41,0.38,0.02,0.12,0.11,0.28,0.08,0.4,0.07,0.49,0.29,0.0,1.0,0.42,0.33,0.09,0.06,0.5,0.0
37,0.49,0.52,0.31,0.41,0.29,0.4,0.31,0.49,0.21,0.22,0.17,0.34,0.39,0.34,0.41,0.42,0.35,0.37,0.3,0.22,0.25,0.37,0.48,0.32,0.38,0.32,0.33,0.39,0.4,0.39,0.23,0.12,0.22,0.5,0.19,0.18,0.42,1.0,0.3,0.24,0.29,0.42,0.43
38,0.03,0.17,0.63,0.14,0.43,0.13,0.44,0.1,0.0,0.37,0.32,0.2,0.36,0.36,0.18,0.15,0.46,0.42,0.42,0.05,0.33,0.36,0.09,0.38,0.0,0.5,0.2,0.34,0.01,0.44,0.34,0.18,0.08,0.18,0.33,0.42,0.33,0.3,1.0,0.51,0.6,0.37,0.33
39,0.47,0.55,0.13,0.47,0.48,0.41,0.16,0.28,0.51,0.37,0.48,0.38,0.45,0.44,0.46,0.47,0.41,0.45,0.51,0.49,0.31,0.06,0.22,0.14,0.15,0.4,0.22,0.46,0.47,0.15,0.21,0.41,0.35,0.38,0.44,0.06,0.09,0.24,0.51,1.0,0.27,0.2,0.28
40,0.18,0.29,0.14,0.18,0.54,0.0,0.46,0.07,0.0,0.27,0.17,0.24,0.16,0.23,0.25,0.19,0.29,0.17,0.2,0.3,0.38,0.31,0.0,0.09,0.0,0.48,0.43,0.02,0.12,0.22,0.03,0.0,0.08,0.18,0.38,0.03,0.06,0.29,0.6,0.27,1.0,0.08,0.02
41,0.28,0.13,0.37,0.21,0.12,0.19,0.4,0.46,0.25,0.36,0.36,0.47,0.31,0.25,0.46,0.43,0.4,0.28,0.19,0.27,0.43,0.41,0.42,0.47,0.36,0.21,0.21,0.41,0.28,0.33,0.0,0.02,0.02,0.4,0.41,0.01,0.5,0.42,0.37,0.2,0.08,1.0,0.44
42,0.11,0.11,0.01,0.01,0.0,0.0,0.0,0.13,0.41,0.08,0.39,0.0,0.06,0.07,0.06,0.19,0.12,0.06,0.14,0.53,0.06,0.09,0.11,0.22,0.01,0.39,0.0,0.27,0.26,0.26,0.4,0.5,0.05,0.22,0.04,0.0,0.0,0.43,0.33,0.28,0.02,0.44,1.0
