,ZNDMXI3-01,ZNDMXI3-02,ZNDMXI3-06,ZNDMXI3-07,ZNDMXI3-08,ZNDMXI3-09,ZM8YXDM-01,ZM8YXDM-02,ZM8YXDM-03,ZM8YXDM-06,ZM8YXDM-11,ZM8YXDM-12,ZM7JY3G-01,ZM7JY3G-04,ZM7JY3G-05,ZM7JY3G-07,ZM7JY3G-08,ZM7JY3G-09,ZM7JY3G-11,ZM7JY3G-12,ZM7JY3G-13,ZLZQMEV-01,ZLZQMEV-04,ZLZQMEV-04_2,ZLZQMEV-06,ZLZQMEV-07,ZLZQMEV-08,ZLZQMEV-09,ZLZQMEV-10,ZLZQMEV-11,ZLZQMEV-12,ZY9XQJP-01,ZY9XQJP-03,ZY9XQJP-05,ZY9XQJP-06,ZY9XQJP-07,ZY9XQJP-09,ZY9XQJP-10,ZY7IW45-04,ZY7IW45-05,ZY7IW45-07,ZY7IW45-09,ZY7IW45-2011,ZX52KVK-01,ZX52KVK-04,ZX52KVK-2011,ZX52KVK-2021,ZX52KVK-4011,ZX52KVK-6021,ZX52KVK-6031,ZX52KVK-6031_2,ZWLGEWL-01,ZWLGEWL-02,ZWLGEWL-04,ZWLGEWL-06,ZWHMV5E-01,ZWFDEY0-01,ZWFDEY0-05,ZWFDEY0-06,ZWFDEY0-07,ZWFDEY0-08,ZWFDEY0-09,ZWCZHHY-01,ZWCZHHY-04,ZWCZHHY-05,ZWCZHHY-06,ZWCZHHY-07,ZWCZHHY-09,ZWCZHHY-10,ZW61YGW-01,ZW61YGW-04,ZW61YGW-05,ZW61YGW-06,ZW61YGW-08,ZVM4N7A-01,ZVM4N7A-07,ZVM4N7A-09,ZVM4N7A-6021,ZVC4YUG-01,ZVC4YUG-04,ZYXQKWY-01,ZYXQKWY-04,ZYXQKWY-05,ZYXQKWY-06,ZYXQKWY-07,ZYXQKWY-08,ZYXQKWY-09,ZVBQY1N-01,ZVBQY1N-07,ZVBQY1N-6011,ZVBQY1N-6021,ZUPAQVU-01,ZUPAQVU-04,ZUPAQVU-07,ZUPAQVU-08,ZUPAQVU-09,ZUPAQVU-10,ZTXY83G-01,ZTXY83G-04,ZTXY83G-06,ZTUO1AO-01,ZTTL3YH-01,ZTJ7L7Z-01,ZTJ7L7Z-02,ZTJ7L7Z-03,ZTJ7L7Z-04,ZTJ7L7Z-05,ZTJ7L7Z-06,ZSOZWGV-01,ZRB0F6P-6011,ZRB0F6P-6021,ZR47VBL-02,ZR47VBL-03,ZR47VBL-04,ZQMVU4Q-01,ZQMVU4Q-03,ZQMVU4Q-04,ZPF36E2-01,ZPF36E2-03,ZPF36E2-04,ZLTUJTN-05,ZLTUJTN-06,ZLTUJTN-07,ZLTUJTN-09,ZLTUJTN-11,ZLTUJTN-12,ZLTUJTN-13,ZLTUJTN-15,ZLTUJTN-2011,ZLTUJTN-2021,ZLTUJTN-2031,ZLPZS0H-05,ZLPZS0H-06,ZLPZS0H-07,ZLPZS0H-08,ZLPZS0H-09,ZLPZS0H-10,ZLPZS0H-11,ZLPZS0H-12,ZLPZS0H-14,ZLPZS0H-15,ZL63I8R-04,ZL63I8R-05,ZL63I8R-06,ZL63I8R-07,ZL63I8R-09,ZL63I8R-11,ZL63I8R-12,ZL63I8R-13,ZL63I8R-14,ZL63I8R-15,ZKVR426-01,ZKVR426-04,ZKVR426-06,ZKVR426-07,ZKVR426-09,ZKVR426-10,ZKVR426-11,ZKVR426-13,ZKVR426-14,ZKVR426-2011,ZKVR426-2021,ZK112BX-01,ZK112BX-05,ZK112BX-06,ZK112BX-07,ZK112BX-08,ZK112BX-09,ZK112BX-10,ZK112BX-11,ZK112BX-12,ZK112BX-13,ZK112BX-14,ZJTKAE3-01,ZJTKAE3-04,ZJTKAE3-06,ZJTKAE3-6011,ZJTKAE3-6021
genus_Clostridium.XVIII,0.0132688999999999,0.0052899999999999,0.0318327,0.0134436,0.0112183,1.8542686,1.1948271,0.2427987999999999,0.5284212,0.3327095,0.1046316,0.1201968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212,0.0423037,0.0198354,0.0293802999999999,0.00272,0.00461,0.0149018,0.00754,0.0,0.0,0.016276,0.00581,0.5076459999999999,0.2370179,0.131632,0.1008065,0.2910737,0.2810235,0.0981239,0.1178367999999999,0.0868591,0.0421443,0.0100144999999999,0.0120992,0.042746,0.0,0.0,0.026907,0.0183038,0.0195312999999999,0.0336899,0.0199177,0.0,0.0214431,0.0125287,0.0383178,0.4864788,0.0228102,0.0560125,0.0,0.0,0.0058699999999999,0.00347,0.00924,0.152952,0.3319725,0.0512858,0.0525977,0.0256115,0.1670585,0.5174214,0.0305749999999999,0.0,0.00568,0.0,0.0068,0.00961,0.0,0.0,0.1355014,0.0766787,0.1136578999999999,0.0281432,0.0585061,0.0464222,0.121545,0.0773504,0.0191373,0.0,0.0,0.0,0.0,0.1113729,0.0793546,0.1442109999999999,0.0898104,0.0417,0.0857064999999999,0.006,0.0,0.00873,0.0314465,0.00478,0.0,0.0,0.0,0.0,0.0155263,0.0,0.0815338,0.0190749,0.0133824,0.0186147,0.0364204,0.0142104,0.2669237,0.1996236,0.1211517,0.0458772999999999,0.0245623,0.0484932,0.00478,0.00464,0.0408961,0.0,0.0,0.00694,0.0,0.0164862,0.0,0.00581,0.0,0.0,0.0,0.00237,0.0064499999999999,0.00966,0.0150363,0.0810819,0.0,0.00329,0.0092299999999999,0.0330047,0.00345,0.0376434999999999,0.0315884,0.0736648,0.032213,0.0954107,0.0117316,0.0417816,0.0364773,0.00826,0.0239149,0.0482724999999999,0.045327,0.0,0.0,0.0,0.0321972,0.0150845,0.00584,0.0145627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066313,0.4822916,0.00865,0.0585891999999999,0.0220179
genus_Clostridium.XlVa,0.0849212,0.6871035999999999,0.1477945,0.1008268,1.4097674,2.490484,0.1475963,1.3409116,0.7555929,0.3465724,0.0359671,0.3192728,0.2048231,0.0672628,0.0898428,0.0805534,0.2097658,0.1539734,0.4032424,0.0318316,0.0543905,0.1465613,0.1825775,0.1305767,0.2167497,0.1400769,0.1432917,0.2408369,0.2327567999999999,0.1302083,0.116225,0.3885686,0.1185089,0.3357958,0.0756048,0.1131953,0.1774885,0.1177486,0.2139667999999999,0.1188599,1.7026298,0.3755445,0.169389,0.0455957,0.4343354,0.3136762999999999,0.1569577,0.780964,0.15625,0.3368988,0.5687602,0.064112,0.1983489,0.2505742,0.1149534999999999,0.3004722,0.0684307,0.339023,0.1417836,0.3252033,0.0793068,0.1838873,0.4064665,0.4374425999999999,2.3552106,0.7619606,0.7071474,0.729927,0.8043559,1.2579512,2.7233615,0.5494505000000001,0.4432069999999999,0.4785901,0.0317453,0.1440922,0.0431632,0.1516503,0.1397358,0.0219082,0.1818526,0.3095757,0.4745497999999999,0.5106439,0.3623841,0.5625483,0.7157347,0.1620745999999999,0.3301393,0.3521127,0.2446423,0.1156565,0.3703213999999999,0.1167422,0.0744142999999999,0.1389999,0.0896022,1.6473179,1.374834,1.2019441,4.0974843,0.089199,0.0688815,0.0394539999999999,0.201547,0.1240604,0.1138598,0.0496339,0.9853938,0.1812113,0.3947809,0.0715195,0.1404787,0.0568417,10.1950026,1.1749273,1.054732,0.1904603,0.3122917,0.1385521,0.3201759,0.5061293,0.7043214,1.13554,0.1247046,0.1961600999999999,0.719252,0.0631972,1.4457319,0.302308,0.1474269,0.0121212,0.0417034,0.0877796,0.0408576,0.0144871999999999,0.0626511,0.3532852999999999,0.0429342,0.00329,0.0184522999999999,0.1939024,0.0172384,0.4234896,0.1083032,0.300798,0.2183328,0.3339376,0.3930079999999999,0.1441464,0.109432,0.4844348,0.1614253,0.1206812999999999,0.1100799,0.0259112,0.0,0.2910009,0.2161814,0.1709573999999999,0.116802,0.3432637,0.0452150999999999,0.0483904,0.0272628,0.4051942999999999,0.1205181999999999,0.6506808000000001,0.5391496,0.5536577,0.3284478,0.4615811,0.0906618,0.387676,0.4043454999999999,0.4627527,0.2284978,0.599989
genus_Clostridium.XlVb,0.0212303,0.0052899999999999,0.0113688,0.0336089,0.0,0.0,0.2178802,0.1269176,0.3407576,0.0831774,0.0261579,0.2591744,0.00975,0.0158265,0.0299476,0.00474,0.0437012,0.1631659,0.0521197999999999,0.1082274,0.0664773,0.1101965,0.2707183,0.1605005,0.1429626,0.2175662,0.04525,0.0903138,0.2681123,0.1871745,0.4532775,0.2694911,0.1346693,0.0886501,0.0378024,0.0565976999999999,0.3993492,0.0510244,0.7504341,0.3360077,2.8910991,1.0865755,0.9679371,0.21373,0.3314665,0.0418235,0.0448451,0.0732154,0.0820313,0.0926472,0.4404019,0.0986339,0.0268039,0.0167049,0.3257017,0.1383125999999999,0.1089822,1.2971316,0.1063377,0.2047576,0.1674255,0.1804177,0.0461894,0.0244723,2.0546409000000003,0.7106748,0.5668867999999999,0.1024458999999999,0.5630491,0.0,0.00546,0.0171703,0.0113642999999999,0.00563,0.0226752,0.0960615,0.0215816,0.00892,0.1990176,0.109541,0.1250237,0.0985014,0.0650067999999999,0.3315869999999999,0.2093275,0.3445609,0.4439850999999999,0.1755808,0.3704002,0.5452066999999999,0.1223212,0.0471193,0.165322,0.0892734999999999,0.0461882,0.0278,0.0194787,0.6285028,0.3422334,0.2008091,0.1477987,0.5590862999999999,0.1298151,0.0394539999999999,0.2124413999999999,0.2846092,0.0879826,0.024817,0.7198267,0.0762995,0.267648,0.3350642,0.5619147,0.1598674,0.8304293,1.9848286,1.1402509,0.0987057,0.1193024,0.0415656,1.1612348,0.1160847,0.5998092,0.4445518,0.0525072,0.1770649,0.00799,0.0302248,0.8663761000000001,0.075577,0.0205712,0.1515152,0.0417034,0.0972692999999999,0.0688128,0.1231408,0.1378325,0.4951785,0.2913395,0.1957398,0.0876485,0.3589257,0.1999655,0.3011481,0.1037905999999999,0.5279312,0.379398,1.1926343,1.4077898,0.1650372,0.1042209,0.181663,0.0866914,0.2344666,0.1640406,0.1641043,0.0,0.2690386,0.2115818,0.6084071,0.2569643,0.1373055,0.1537314,0.2394050999999999,0.1557875,1.7330598999999998,0.4820729,0.9278226,0.919005,0.0647897,0.1977749999999999,0.787765,0.5763502,0.2218935,1.0522726,0.4086928,0.1904148,0.1486211
genus_Clostridium.sensu.stricto,0.8784035000000001,0.0,0.0,0.0,1.1554858,1.451876,0.2038234,0.0,0.0395081,0.0,0.4463191,0.0,0.0146302,0.1582654,0.00998,0.0142153,0.0,0.0023,0.0205736,0.0509305,0.0060399999999999,0.0,0.0021,0.0,0.0,0.0,0.00251,0.0,0.0,0.0,0.0,0.8523439,0.0269339,0.00537,0.063004,0.0,0.0,0.0235497,0.0031,0.0228576999999999,0.0,0.0,0.0362976,0.1082899,0.0800091,0.0,0.0134535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023847,0.8211679,0.0678045999999999,0.6096696,0.0,0.0528712,0.0,0.0,0.0183542,0.0,0.00733,0.0,0.00854,0.0,0.00475,0.1157483,0.0,0.0,0.0450438,0.00454,0.0768491999999999,0.0,0.0356824,0.0550474,0.0,0.0,0.0703581,0.0065,0.2785331,0.0045,0.0,0.0688942,0.0,0.0,0.0,0.0,0.0214179,0.2975797,0.0206016,0.0128300999999999,0.1111999,0.0039,0.010008,0.0,0.0,0.0031399999999999,0.0,0.0079499999999999,0.2130514,0.0708138,0.0583814,0.00518,0.0434297,0.0,0.0,0.0936768,0.3066523,0.0104058,0.0,0.0,0.0,0.0,0.182119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770717,0.0,0.1361017,0.0766683,0.0,0.1014877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2736693,0.0,0.00275,0.00897,0.0,0.00648,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.00226,0.0,0.4089422,0.0,0.0,0.0,0.1715476,0.0,0.0,0.0,0.0388551,0.2116915,0.1705071,0.00432,0.0,0.0
genus_Collinsella,0.1379969,0.8826638,0.095498,0.0672179,0.0,0.0,0.0702839,1.749255,0.4839745,0.8941568000000001,0.1242499999999999,0.0976599,0.112165,0.6924112,0.2345895,0.0710766,0.4224449,0.8801764999999999,2.6142177,0.0,1.3597631,0.0022,0.0021,0.0,0.0,0.0,0.0,0.00753,0.0,0.0,0.0,11.0303334,0.1508295999999999,0.0134317999999999,0.4662297999999999,0.0808538,0.1183257,0.1530732,0.0558174,1.7417541,2.6382333,4.130989899999999,0.2661827,0.2849734,1.4858841,0.3554998,1.5337011,0.3111653,0.4179688,0.3200539,0.1438499,0.0,0.0,0.0,0.0,0.0,0.0304136,0.2594263,0.467886,0.1626016,0.284917,0.4302269,0.00616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00859,0.0,0.00141,0.0181402,0.1633045,0.0447048,0.4490039,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.0,0.0,0.0540249,0.2335132,0.0340754,0.0684999,0.3255515,0.0859675,0.1991484999999999,0.1000744,0.0938249,0.1908917,2.6140913,2.6552589,0.2357324,0.2767295999999999,0.0876061,0.193398,0.189379,0.6972437,0.7954463,0.2277197,0.713488,0.291192,0.4482594,0.2208096,0.1841873,0.1144641,0.1267097,0.0,0.0,0.00356,0.0,0.0,0.0,1.3093759,19.0053863,2.4219567,4.1507611,0.1509583,0.1041557999999999,0.7831855000000001,0.1593669,0.0690975,0.0523225,0.1577125,1.0,0.5282424,0.9015207,0.6666237,0.4853197,0.0,0.7355283,0.0,0.0,0.0,0.2846652,0.0344768,2.2821382000000003,4.2238267,2.9772867,0.3436057,1.4884076,0.4399343,0.4199047,0.7034914,0.0275247,0.0956595,0.093097,0.0323764,0.9328036,0.0,0.3184539,1.1912975,0.4927595,0.3796064,0.0728135,4.2660457,8.7204564,0.2064184,4.4522554,0.3163603,0.3976383,0.1715476,0.4947579,0.1130142999999999,0.3538788,10.6527652,0.00765,0.00487,0.2811115,0.2167799,3.4843397
genus_Coprococcus,0.2813014,0.2801268,0.1432469,0.1142704,0.0,0.0,0.3233062,0.4911158,0.0,0.0138629,0.2092632,0.0,1.3094048,0.8981562000000001,2.9198902,0.7771039000000001,0.2301597,1.0732178,1.8708253,0.2504085,3.7892065,0.6027747,0.2938029,0.601197,0.2490315,0.3606235,0.4977501,0.2107322999999999,0.3447158,0.4394531,0.3196188,0.0,0.210084,0.4351914,0.5166331,0.2344761,0.3845584999999999,0.2825968,0.0,0.00229,0.0,0.0,0.0,0.3505172,0.7772317,0.083647,0.2511323,0.3111653,0.0625,0.143182,0.0818838,0.0,0.0,0.00209,0.0,0.0,0.1191199999999999,0.5719171000000001,0.077981,0.0602228,0.1086797,0.1110263,0.1878368,0.00306,0.0,0.0,0.0,0.2561147,0.1423091,0.0,0.00218,0.0,0.0,0.0380056999999999,1.1768440999999998,0.2017291,0.2404809999999999,1.1626523999999998,0.3472222,0.1314492,0.9206289,0.4713994,0.1885198,0.2520061,0.3061133,0.1406371,0.5664638,0.0135062,0.0,0.0,0.0,0.1884772,0.1719349,0.2746875,0.1796207,0.1146749,0.1597257,0.1601281,0.2345479,0.0378336,0.0,0.00159,1.7379325,1.0731476,1.0513128,2.9847479,1.2007039000000002,0.508748,0.3401123,0.3624225,0.2341919999999999,0.4839816,0.2809573,0.5755225,0.0,0.0,0.0,0.1668265,0.0,0.0138552,0.00956,0.0,0.0,0.0,0.0,0.00174,0.127867,3.220311,0.0,0.0813906,0.0,1.0363636,2.298318,1.1624872,0.4644861999999999,0.7726483000000001,2.6275891,5.4614427,0.7145486000000001,0.3355538999999999,0.3021566,0.523949,0.0551629,1.6092603,0.5009025,0.8778391999999999,0.9413365,2.566549,0.6276396,0.0898304,0.1042209,0.0,0.0,0.0,0.0,0.0,2.8169014,0.0,0.0,0.0,0.0,0.00416,0.8613479,0.99837,0.9931453,1.2546378,0.6628503,0.6265815,0.7597108,0.1943692,0.1342045,0.2461766,2.7651859,0.275454,0.8622789000000001,0.4238296,0.0908132,0.2972423
genus_Dorea,0.1645348,0.8985201,0.1978171999999999,0.1209921,0.0,0.0380642,0.5411864,0.4359342,0.2123562,0.3049837,0.2027236999999999,0.4169326999999999,0.5852088,1.3215162,2.6703269,0.4833207,0.3233889,0.6503654,1.1054877,0.239798,1.3899801,0.532249,0.3882394999999999,0.5331882,0.3135952999999999,0.7063452,0.4223333999999999,0.1655753999999999,0.2622197,0.5167643000000001,0.4242212999999999,1.8362998,0.5548373,0.3277367,0.5166331,0.3800129,1.7231179,0.7378914999999999,0.0279087,0.0548583999999999,0.8513149,0.6459366,0.0,1.0914479,2.1602469,0.2091174999999999,0.6278308,0.5491153000000001,0.1640625,0.589573,0.3120436,0.3797406,0.3538115,0.615995,0.9196283,0.4387848,0.1748783,0.0707526,0.00709,0.0481783,0.0939932,0.097148,0.2925327,0.4099113,1.1843345,0.3370209999999999,0.2396119,0.0341486,0.0,0.00475,0.0,0.0,0.0,0.7009938,1.2811500999999998,0.1440922,0.1371975,1.1745465,0.1905488,0.0365137,1.2464482,0.3306832,0.3380355,0.1657934999999999,0.2565949,0.239083,0.4171929,0.4457049999999999,0.4106610999999999,0.3975466,0.0587142,0.2655815,0.0925803,0.0824063,0.1359986,0.1285749,0.218162,0.5264211000000001,1.3969612,0.4481825,4.0251572,0.0,0.3947438,0.1183618999999999,0.1852054,0.1605488,0.4813166,1.1167639,0.4239756,0.6771578,0.3211777,0.2841187,0.4162331,0.5388122000000001,0.0,0.0,0.0,0.3030682,0.0,0.0,0.6594667000000001,0.0557207,0.2544645,0.0773134,0.0131268,0.1197792,0.1358587,0.3681926,0.026576,0.00581,0.2914252,0.2606060999999999,0.2131505,0.2372423,0.5634045,0.325961,0.7142231,0.8513596,0.251472,0.2582449,0.1660708,0.1361442,0.0517152,0.6728778000000001,0.9386282,0.6077348,0.6263646,0.7919092000000001,0.3812764,0.4366173999999999,0.5054716,0.1321186,0.2361593,0.362044,0.4705374,0.0777336,0.0,1.3177401,0.6439446,0.4977876,0.1460025,0.1622701,2.5953474,1.4466178,0.860726,1.244874,0.2410365,0.542234,0.8087244,0.3828484,0.3567014,0.5754376999999999,2.3054009,1.0176495,5.3539241,1.2022921,0.4247715,0.8531953999999999
genus_Eggerthella,0.0132688999999999,0.0052899999999999,0.00682,0.0,0.0299155,0.1141925,0.0632556,0.6566604,0.0839548,0.0831774,0.0,0.0150246,0.1365487,0.1820052,0.0798602,0.0473844,0.00291,0.0183849,0.0905238,0.00212,0.0906509,0.0286511,0.010493,0.0136017,0.0368936,0.032784,0.00251,0.0225784999999999,0.00295,0.00814,0.00581,0.0188017,0.0161603,0.0,0.0,0.0,0.0,0.0,0.0,0.00457,0.0168577,0.0,0.0,0.00285,0.0457194999999999,0.0,0.0493295999999999,0.0060999999999999,0.00391,0.0,0.0,0.0098599999999999,0.0107216,0.0167049,0.0383178,0.2050842,0.0025299999999999,0.0117921,0.0141783999999999,0.0,0.00294,0.00694,0.00308,0.00306,0.0269167,0.0146531,0.0,0.00854,0.0247494,0.0901927,0.0251151999999999,0.2918956,0.039775,0.0351905,0.00227,0.0,0.00154,0.00595,0.1820799,0.0255596,0.00379,0.0,0.019502,0.0,0.0,0.0,0.0114824,0.0,0.0,0.0113585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240192,0.0398289,0.0,0.1069181999999999,0.0,0.00265,0.0,0.00545,0.0,0.0103509,0.0062,0.00466,0.0286123,0.0200736,0.00196,0.0,0.00237,0.4819456,0.0228141,0.0356328,0.0097299999999999,0.0175445,0.0554208999999999,0.0334512,0.0,0.0,0.00483,0.0,0.0,0.0319668,0.0302248,0.0,0.0,0.0,0.0909091,0.00927,0.00237,0.0043,0.00241,0.0175423,0.0347494,0.00307,0.013159,0.00231,0.0165023,0.0,0.00941,0.0722022,0.0184162,0.00716,0.0381643,0.0,0.00627,0.0,0.0302771999999999,0.0328829,0.0069,0.00216,0.1295561,0.0,0.00549,0.0827929,0.0351971,0.00584,0.00624,0.0158253,0.00764,0.0,0.0146456,0.0,0.0,0.0,0.01178,0.0,0.00615,0.0388551,0.30606,0.1802503999999999,0.00649,0.0117177999999999,0.0605493
genus_Erysipelotrichaceae_incertae_sedis,0.0,0.0264271,0.00682,0.0134436,0.2206267,0.3588907,0.0702839,0.4028253,0.0246926,0.1178346,0.00163,0.0713669,0.4852357,1.0920313,3.8981782,1.0140258,0.8448899,1.4271269,1.7309248999999998,0.0212211,2.2179247,1.6672726999999998,0.7848733,0.2856366,0.4888397,0.4053289,0.4826667,0.2257846,0.4036416,0.7446289,0.2615062999999999,0.3321634,0.0161603,0.0161182,0.0126007999999999,0.00809,0.0295813999999999,0.0392495,0.0248077,0.1942902,0.1938638,0.0851234,0.0241984,0.0113989,0.0,0.0,0.0313915,0.0,0.0,0.0,0.0,0.0098599999999999,0.0,0.00209,0.0,0.0143082,0.0,0.0059,0.0,0.0,0.0,0.0138783,0.3233256,0.1101254,0.4934727,0.5714704,0.2279236,0.00427,0.105185,0.2088674,0.0141955,0.00859,0.0227285999999999,0.00563,0.0068,0.0,0.0,0.0118941,0.0,0.00365,0.0113658,0.0,0.0,0.0,0.0225083,0.0421911,0.0306197,0.0,0.00805,0.0,0.0,0.0728207,0.0925803,0.5013048,0.1873188,0.1007749,0.1636214999999999,0.4163331,0.697743,0.1193213,0.1100629,0.00319,0.174853,0.0552355,0.0163415999999999,0.043786,0.9626333,1.2532572,0.00466,0.3051978999999999,0.100368,0.00392,0.0,0.00355,0.1186328,0.0,0.0,0.0111218,0.1087757,0.2009005999999999,0.0860174,0.0417905,0.1226882,0.0,0.0,0.0121515,0.0,0.2500412,0.0,0.0,0.0,0.4242423999999999,0.2919235,0.2443596,0.2601983,0.2293799,1.3357224,1.5782006000000002,0.6532139,0.952381,0.2306538999999999,0.00413,0.0,0.0,0.00903,0.0,0.0,0.0,0.0,0.00209,0.0,0.0055,0.0269042,0.0172402,0.00648,0.0,0.0,0.0109812,0.0183984,0.00503,0.0175203,0.00624,0.00904,0.00509,0.0194734,0.00976,0.0,0.0,0.0,0.0,0.0,0.00615,0.00648,0.05101,0.4043454999999999,0.0151368,0.0292945999999999,0.0
genus_Faecalibacterium,10.0313147,0.9778013,1.0936789,0.1209921,0.00748,0.00544,5.0112454,9.9713056,31.7546546,20.7250295,6.333480499999999,10.8515194,4.6036429,5.499723,9.049164,5.904094,10.6164783,10.1921221,14.0078728,7.7138552,14.3711851,2.3945695,16.1423685,9.9891186,9.8275226,5.8415045,2.8457226,2.9803567,1.9180342,4.8421224,4.3468154000000006,3.4657809,18.1049343,5.7165883,20.5393145,7.8832471,9.3255436,10.691577,3.4544778,0.1440033,1.8037761,1.6924541000000002,5.5656382,9.6919438,1.0858384,7.0472606,7.5563927,22.3672971,4.8984375,9.7111092,12.2715,13.0048824,6.2721132,8.983086199999999,5.5560877,21.7770783,5.482056,11.9807789,35.8499929,4.4685336,6.4238508,3.5840677000000003,5.6905312,2.9183236,8.2499664,12.3012675,9.9292853,10.8208477,12.1890855,1.8418304,1.7809954,8.5765797,10.3926359,5.6670702,2.0815855,12.2478386,7.0803145,7.5944098,13.1309282,5.2652718,5.6980489,8.4429747,5.0965351,5.5375025,3.016116,1.9126644,3.3222337,6.3884387,2.5203317,6.3039527,0.6360701,55.0867423,9.9788388,12.1892597,8.650021800000001,4.8198214,8.5589622,4.9419536,2.3971087,0.6373504999999999,9.7735849,1.707523,5.5979442,6.746626699999999,2.3041726,3.626943,13.0059,5.6148406,4.675379100000001,9.6804959,7.3603212,11.720388,3.6940687,12.7230742,0.7562838,2.0190498000000003,2.7971779,7.7643853,5.593178699999999,1.1984759,4.8647615,3.4082467,1.0678421,0.9132641,0.603833,2.2393501,12.986494,3.0114854,1.5573509,11.8423347,0.7028491,11.5878788,21.1667671,2.894356,4.466378499999999,15.4408924,8.1371308,7.908377499999999,12.6012022,6.711078199999999,8.3219928,2.145303,1.0722289,13.8669302,6.015343,9.6930632,4.2485415,8.2721114,3.8538245,10.4767277,8.681605000000001,12.837521700000002,5.228386899999999,8.406316799999999,6.127779,29.0637416,9.8591549,14.3853292,6.9224047,3.9521319,13.6541494,13.0669052,6.992516899999999,8.5676447,6.5898115,14.3770748,7.140705,3.626943,2.2423723,12.1627989,0.7840367000000001,0.5508201,1.3534516,11.9516425,0.2094802,6.9607525,0.10839,19.1941432
genus_Flavonifractor,0.1273818,0.0739958,0.047749,0.094105,0.4749083999999999,2.2349103,0.0843407,0.1986536,0.8839942999999999,0.2287378,0.024523,0.0788792,0.0780278,0.0514363,0.0998252999999999,0.0331691,0.0291340999999999,0.0689433,0.0562345,0.0870063,0.0846075,0.1035846999999999,0.010493,0.0462459,0.0415053,0.0506661,0.0175972,0.1354708,0.0147314,0.0406901,0.0813575,0.2882928,0.0646412,0.0993956,0.2646169,0.0727684,0.0665582,0.0353246,0.0527164,0.0274291999999999,0.4635873,0.0751089,0.1088929,0.0911915,0.8686707,0.083647,0.3408225,0.0610128,0.125,0.0758022,0.0796707,0.0591804,0.1447411,0.0417624,0.1149534999999999,0.0524633999999999,0.0202758,0.0560125,0.0638026,0.0361337,0.020561,0.0451044,0.0338722,0.0,0.9241398,0.6081032,0.2746771,0.2817262,0.4331146999999999,0.0189879,0.0131036,0.2317995,0.0738678,0.0760113999999999,0.0566881,0.0480307,0.0123323999999999,0.0713649,0.2625339,0.0328623,0.0871377,0.0351791,0.123513,0.0198952,0.08103,0.0351593,0.0803766,0.0270124,0.0805218,0.1022263,0.00979,0.0257014,0.0132258,0.0137343999999999,0.010264,0.0173749999999999,0.0194787,0.1000800999999999,0.1799675,0.0291027999999999,0.1257862,0.1720266,0.0132464,0.0157816,0.0871555,0.0948697,0.0103509,0.0124085,0.2119878,0.00954,0.0200736,0.0293916,0.0260146,0.0355261,6.9029436,1.1977414,0.1924172999999999,0.0861937,0.1087757,0.1801178,0.1481411,0.1160847,0.0454401,0.0483209,0.1050144,0.0520778999999999,0.2717174,0.0659449,0.0903582,0.0348817,0.00343,0.0424242,0.0185348,0.0640554,0.1333247,0.0700211999999999,0.0889646,0.2519328999999999,0.046001,0.0246730999999999,0.0138392,0.0742605,0.0620583,0.1411632,0.0902526999999999,0.1841621,0.0680053,0.3339376,0.0821211,0.0396925,0.0573215,0.0357821,0.0298936,0.0551686,0.0388517,0.4145794,0.0,0.1647175,0.0689941,0.1257039,0.0292005,0.0145627,0.4589333999999999,0.5170130000000001,0.0272628,0.2050381,0.0301296,0.4578865,0.1960544,0.0706797,0.0141268,0.0092299999999999,0.1165652,0.494797,1.5540508,0.5946589,0.3456761,0.2697198
