SampleID,genus_Akkermansia,genus_Alistipes,genus_Bacteroides,genus_Barnesiella,genus_Bilophila,genus_Blautia,genus_Butyricicoccus,genus_Butyricimonas,genus_Clostridium.IV,genus_Clostridium.XI,genus_Clostridium.XVIII,genus_Clostridium.XlVa,genus_Clostridium.XlVb,genus_Clostridium.sensu.stricto,genus_Collinsella,genus_Coprococcus,genus_Dorea,genus_Eggerthella,genus_Erysipelotrichaceae_incertae_sedis,genus_Faecalibacterium,genus_Flavonifractor,genus_Lachnospiracea_incertae_sedis,genus_Odoribacter,genus_Oscillibacter,genus_Parabacteroides,genus_Parasutterella,genus_Phascolarctobacterium,genus_Prevotella,genus_Roseburia,genus_Ruminococcus,genus_Streptococcus,genus_Veillonella,genus_unclassified_Bacteria,genus_unclassified_Clostridiales,genus_unclassified_Coriobacteriaceae,genus_unclassified_Erysipelotrichaceae,genus_unclassified_Firmicutes,genus_unclassified_Lachnospiraceae,genus_unclassified_Porphyromonadaceae,genus_unclassified_Ruminococcaceae
ZM8YXDM-11,0.2697533,7.1525496,40.948550700000006,2.5634738,0.0147137999999999,0.8386875,0.2370558999999999,0.0,0.0114441,0.7667533,0.1046316,0.0359671,0.0261579,0.4463191,0.1242499999999999,0.2092632,0.2027236999999999,0.0,0.00163,6.333480499999999,0.024523,6.8010529,0.4201612,0.8926382,1.6103454,2.287181,0.9237007,0.00163,0.9138915,0.4495888,0.0147137999999999,0.0163487,1.6250593,0.783102,0.024523,0.1896447,0.2811974,3.4087008,0.00163,5.9394772
ZM8YXDM-12,0.0,5.258611,49.239379500000005,0.0,0.0863915,5.7055929,0.3643466,0.0826353,0.0262931,0.0112684999999999,0.1201968,0.3192728,0.2591744,0.0,0.0976599,0.0,0.4169326999999999,0.0150246,0.0713669,10.8515194,0.0788792,6.4493107,0.7249371,0.3718589,2.5992563,4.1768396,0.2929798,0.0,1.1043083,0.7775232,0.0112684999999999,0.0,0.2591744,0.0112684999999999,0.0525861,0.548398,0.1540022,4.5224054,0.0112684999999999,1.2770912
ZM7JY3G-01,0.0146302,2.1116286,48.0651533,0.6632367,0.1194800999999999,1.0533759,0.3535637,0.4242764,0.3511253,0.2535905,0.0,0.2048231,0.00975,0.0146302,0.112165,1.3094048,0.5852088,0.1365487,0.4852357,4.6036429,0.0780278,5.1303309,0.1219185,1.502036,1.8409695,0.0,0.00244,1.1484724,1.8434079,0.5852088,0.2072615,0.1267953,9.0390383,3.9111458,0.0950964,0.2974812,0.1024114999999999,2.7431665,0.0,7.4857965
ZM7JY3G-04,0.00791,1.6103506,44.6545857,0.1780486,0.1582654,4.7123526,0.3165308,0.130569,0.4629262999999999,9.0053019,0.0,0.0672628,0.0158265,0.1582654,0.6924112,0.8981562000000001,1.3215162,0.1820052,1.0920313,5.499723,0.0514363,5.3454143,0.0712194,0.1384822,2.2552821,0.0,0.0,0.0712194,1.8200522,4.2256865,0.3402706,0.0514363,2.7696447,0.6330616,0.3046609,1.9901875,0.1978318,2.3146316,0.0,2.7894279
ZM7JY3G-05,0.0349389,2.5954579,32.1138008,0.4192663,0.0299476,6.573496400000001,0.2944847,0.1247815999999999,0.3344148,1.3426504,0.0,0.0898428,0.0299476,0.00998,0.2345895,2.9198902,2.6703269,0.0798602,3.8981782,9.049164,0.0998252999999999,7.9610681,0.2246069,0.4142749999999999,3.5887197000000004,0.0199651,0.0,0.1946592999999999,3.853256800000001,1.8916895,0.1147990999999999,0.0,2.6803095,1.6870477,0.1397554,1.6121787,0.2495633,5.7249813,0.00499,3.7234839
ZM7JY3G-07,0.00948,6.534306300000001,45.2141774,2.5066338,0.00474,2.1844200000000003,0.1895375,0.497536,0.0236922,1.2793783,0.0,0.0805534,0.00474,0.0142153,0.0710766,0.7771039000000001,0.4833207,0.0473844,1.0140258,5.904094,0.0331691,4.8616376,0.5543973,1.146702,4.1508719,0.6965504,0.0,0.421721,1.8148218,1.686884,0.00474,0.0,1.3172858,1.8574678,0.0189538,0.5259666,0.2653525,3.3453374,0.00948,5.5060652
ZM7JY3G-08,0.0,0.6846521,54.7372101,0.134017,0.0,0.9847337,0.0553549,0.1223634,0.0116537,0.1019694999999999,0.0,0.2097658,0.0437012,0.0,0.4224449,0.2301597,0.3233889,0.00291,0.8448899,10.6164783,0.0291340999999999,4.0933458,0.1922853,0.1835449999999999,1.8034029,0.5069339,0.00291,3.0182962,7.1524298,1.1974129,0.00874,0.0203939,0.4981936999999999,0.2272461999999999,0.034961,0.7924484,0.1136230999999999,2.9396341,0.0,1.882065
ZM7JY3G-09,0.0,2.0476169,36.5813301,2.1671186,0.0160868,2.6175484,0.0528566,0.2298111,0.0965207,0.2849658,0.0,0.1539734,0.1631659,0.0023,0.8801764999999999,1.0732178,0.6503654,0.0183849,1.4271269,10.1921221,0.0689433,7.5332077,0.3791883,1.160546,7.1425288,2.8151859000000004,0.0,0.2849658,3.1828837,2.6520200000000003,0.0183849,0.0023,1.6385530999999998,1.1007951,0.041366,0.3699959,0.0482603,4.1365997000000005,0.0,5.384474
ZM7JY3G-11,0.0,0.8243152,30.376222400000003,0.4114718,0.0356608999999999,2.6512502,0.3401501,0.0850375,0.0699501999999999,0.9546147,0.0,0.4032424,0.0521197999999999,0.0205736,2.6142177,1.8708253,1.1054877,0.0905238,1.7309248999999998,14.0078728,0.0562345,6.5643473,0.1097258,0.7913975,2.4907762,1.0163354,0.0,3.0298043,6.819459899999999,1.9654638,0.048005,0.0123442,2.4043671,1.1534927,0.1344141,0.8901507,0.1426435999999999,6.1309303,0.0,4.9719513
ZM7JY3G-12,0.0,2.7672262,48.7617512,2.9858031,0.0169768,1.7146616,0.0933727,0.0976169,0.00849,0.5220381,0.00212,0.0318316,0.1082274,0.0509305,0.0,0.2504085,0.239798,0.00212,0.0212211,7.7138552,0.0870063,10.2073298,0.3883454,0.4095665,1.4345436,0.0,0.2016001,0.0,2.0329775000000003,1.2180888,0.0360758,0.00637,2.4892303,0.7512255,0.0212211,0.2355537999999999,0.1273264,4.7280521,0.00212,8.2847017
ZM7JY3G-13,0.0,2.0849701,26.30084,0.8944219,0.0,4.9555811,0.308213,0.3807337,0.277996,0.2417357,0.0423037,0.0543905,0.0664773,0.0060399999999999,1.3597631,3.7892065,1.3899801,0.0906509,2.2179247,14.3711851,0.0846075,7.5542394,0.2719526,1.2993292,2.1816644,1.7828005,0.0241736,1.8915816,2.5442678,2.1877077000000003,0.0362603,0.0,3.6381217,0.9790294,0.0906509,0.6768599,0.3746903,8.6360065,0.0,3.9463347
ZLZQMEV-01,6.9456842000000005,3.7543941,47.8803707,0.0,0.3515268,2.6832843,0.0517923,0.0,5.6167146,0.1939458,0.0198354,0.1465613,0.1101965,0.0,0.0022,0.6027747,0.532249,0.0286511,1.6672726999999998,2.3945695,0.1035846999999999,2.4375461,0.0,3.6838683,4.0012342,0.0,0.9509956,0.0396706999999999,0.6666887,0.9774428,2.2061335,0.971933,0.3878916,0.3845857,0.3008364,0.2997344,0.0595061,4.0133558,0.1300318,3.4789029
ZLZQMEV-04,0.0482676,1.8782397,29.1179618,0.0021,0.1636902,2.992592,0.1636902,0.0021,0.8751128,0.0021,0.0293802999999999,0.1825775,0.2707183,0.0021,0.0021,0.2938029,0.3882394999999999,0.010493,0.7848733,16.1423685,0.010493,20.1317916,0.0,1.0136199,5.5109022,0.0,0.2329437,0.0021,3.0408596,0.6211831999999999,0.0650563,0.0125916,2.4070848,0.2119578,0.1615916,0.4784789,0.5519297000000001,8.3628885,0.0314789,2.1678454
ZLZQMEV-04_2,0.1441785,4.7089227,30.571273100000003,0.0,0.0788900999999999,2.8563656,0.31284,0.0,6.251360200000001,0.00544,0.00272,0.1305767,0.1605005,0.0,0.0,0.601197,0.5331882,0.0136017,0.2856366,9.9891186,0.0462459,6.0881393,0.0,2.8019587,3.0848749,0.0,0.8596299999999999,0.00816,2.8427639,1.031012,0.0353645,0.00272,2.1708379,0.5603917,0.2203482,0.2693145,0.2856366,17.4673558,0.0136017,4.975516900000001
ZLZQMEV-06,0.0276702,4.7915514,52.32429440000001,0.0,0.1014573,0.8070467,0.046117,0.1199041,3.3158089000000004,0.00461,0.00461,0.2167497,0.1429626,0.0,0.0,0.2490315,0.3135952999999999,0.0368936,0.4888397,9.8275226,0.0415053,3.9383878,0.0,4.1781959,4.2150895,0.0,1.1667589,0.00461,0.0968456,0.1936912,0.00461,0.0,1.3835086,0.1798561,0.0276702,0.2997602,0.0415053,2.8408043000000003,0.1152924,3.4264896000000005
ZLZQMEV-07,0.0,2.1100945,55.9771108,0.00596,0.0119214,3.9996424,0.0983518999999999,0.0178822,0.0476858,0.00596,0.0149018,0.1400769,0.2175662,0.0,0.0,0.3606235,0.7063452,0.032784,0.4053289,5.8415045,0.0506661,9.9216165,0.0,1.6391976999999998,2.7717343,0.0,0.837481,0.0,2.6882842,1.8209996,0.0387447,0.0178822,0.8404613999999999,0.2712127,0.0119214,0.4768575,0.0953715,4.5957142,0.0,1.791196
ZLZQMEV-08,0.0326806,5.6336258,62.1031197,0.0,0.0276528,1.2041529,0.0477639,0.0100556,3.8261394,0.0125694,0.00754,0.1432917,0.04525,0.00251,0.0,0.4977501,0.4223333999999999,0.00251,0.4826667,2.8457226,0.0175972,3.358556,0.0,2.2800975,3.8336811,0.0,0.7516529,0.00503,0.726514,2.4636115,0.0251389,0.00251,1.5007919,0.1256945,0.0150833,0.1055832999999999,0.0703888999999999,3.6049172,0.0251389,1.8577641
ZLZQMEV-09,0.0677354,9.4453225,60.8489501,0.00753,0.0526831,0.2634154,0.00753,0.0225784999999999,3.4018213,0.0526831,0.0,0.2408369,0.0903138,0.0,0.00753,0.2107322999999999,0.1655753999999999,0.0225784999999999,0.2257846,2.9803567,0.1354708,1.6181230000000002,0.0,7.6766765,1.8589599,0.0,0.2859937999999999,0.0,0.1655753999999999,0.3236246,0.0225784999999999,0.0,0.9181907,0.1354708,0.0,0.0,0.2032061,2.4836306,0.0,4.463009
ZLZQMEV-10,0.0353555,4.8024513,63.02701750000001,0.0,0.0559794999999999,0.8161221,0.0353555,0.0294628999999999,2.200878,0.0117852,0.0,0.2327567999999999,0.2681123,0.0,0.0,0.3447158,0.2622197,0.00295,0.4036416,1.9180342,0.0147314,5.5567013,0.0,2.0299932,2.7164786,0.0,0.6511299,0.00589,0.6982705,1.9622286,0.00295,0.00295,1.3199375,0.2533809,0.0088399999999999,0.0353555,0.0500869,6.9296721,0.0,2.1625762
ZLZQMEV-11,0.0244141,3.5970052000000003,60.6241862,0.0,0.012207,4.3904622,0.0284830999999999,0.00407,0.2563477,0.0,0.016276,0.1302083,0.1871745,0.0,0.0,0.4394531,0.5167643000000001,0.00814,0.7446289,4.8421224,0.0406901,7.4625651,0.0,0.8097330999999999,2.0222982,0.0,0.6022135,0.0,2.6245117,1.3020833,0.0244141,0.00814,1.1515299,0.1424154,0.0203451,0.2766927,0.0325521,4.7810872,0.0,0.793457
ZLZQMEV-12,0.00581,4.5618317,60.437006,0.0,0.0406788,1.3656439,0.0174338,0.0290562999999999,0.7264063000000001,0.0,0.00581,0.116225,0.4532775,0.0,0.0,0.3196188,0.4242212999999999,0.00581,0.2615062999999999,4.3468154000000006,0.0813575,3.0218503,0.0,2.3709902,6.944444399999999,0.0,0.8833101,0.00581,0.8426313,0.9239888,0.0523013,0.00581,1.7549977,0.162715,0.0523013,0.1046024999999999,0.0290562999999999,3.1671316,0.1278475,2.0106927
ZY9XQJP-01,0.106543,0.8460766999999999,3.9170218,0.0313362,0.0,12.615943800000002,0.1378792,0.0,2.3126097000000003,0.1316119,0.5076459999999999,0.3885686,0.2694911,0.8523439,11.0303334,0.0,1.8362998,0.0188017,0.3321634,3.4657809,0.2882928,16.1130609,0.0626723,1.3223866000000002,0.213086,0.0438706,0.4199047,0.0,0.8523439,3.6851341,0.9526197,0.0,6.4051141000000005,4.5437453,0.5139133,0.00627,0.1942843,8.6550514,0.0,12.2023063
ZY9XQJP-03,0.0215471,3.4798535,23.383969,0.4794225,0.0215471,2.1924154,0.0969619,0.0215471,0.00539,0.0538677,0.2370179,0.1185089,0.1346693,0.0269339,0.1508295999999999,0.210084,0.5548373,0.0161603,0.0161603,18.1049343,0.0646412,5.6399483,0.538677,1.3574661,2.4240465,0.9965525,0.4309416,0.0,6.7173023,0.0,0.00539,0.0,6.7550097,5.5375997,0.0754147999999999,0.3178194,0.3285929999999999,9.6046111,0.0,7.7569489
ZY9XQJP-05,0.5292142,12.5292142,21.8347884,1.2276696,0.00269,0.8166555000000001,0.0322364,0.0859637,0.0107455,0.0564137,0.131632,0.3357958,0.0886501,0.00537,0.0134317999999999,0.4351914,0.3277367,0.0,0.0161182,5.7165883,0.0993956,4.6796508,0.5990598,3.0382807,2.8556078,1.4479516,0.6554735,0.0,1.0879785,0.6071189,0.0188046,0.0,14.5762257,9.9583613,0.1047683,0.2955003,1.4184016000000002,7.6964406,0.0188046,4.6635326
ZY9XQJP-06,0.063004,6.6532258,7.232862900000001,0.6300403,0.0252015999999999,1.4868952,0.390625,0.3402217999999999,1.8271169,0.3150202,0.1008065,0.0756048,0.0378024,0.063004,0.4662297999999999,0.5166331,0.5166331,0.0,0.0126007999999999,20.5393145,0.2646169,4.5236895,0.0882056,6.5398185,1.1844758,1.5625,0.2646169,0.0,1.3986895,0.4032258,0.0126007999999999,0.0,17.3261089,8.8079637,0.2772176999999999,0.6804435,2.5705645,5.7207661,0.0126007999999999,5.3175403
ZY9XQJP-07,0.0161708,12.4595731,9.9045925,0.7357697,0.00809,1.7060155,0.1374515,0.1374515,0.0242561,0.0565976999999999,0.2910737,0.1131953,0.0565976999999999,0.0,0.0808538,0.2344761,0.3800129,0.0,0.00809,7.8832471,0.0727684,5.700194,0.0808538,2.9754204,2.0213454,0.6549159,0.4932083,0.00809,1.4957956,0.3072445,0.0,0.00809,4.9563389,34.5164942,0.1131953,0.0404269,0.1212807,6.4036223,0.1617076,4.9563389
ZY9XQJP-09,0.0443721,5.5760982,38.6259429,1.8266529,0.0221861,1.1388848,0.2366514,0.2144652999999999,0.0295813999999999,0.0887443,0.2810235,0.1774885,0.3993492,0.0,0.1183257,0.3845584999999999,1.7231179,0.0,0.0295813999999999,9.3255436,0.0665582,5.0584233,0.872652,1.1166987,2.869398,1.1314894,0.7469309000000001,0.0073999999999999,1.4199083,0.8504659,0.0147906999999999,0.0,6.9812158,2.4552581,0.0887443,0.5176748999999999,1.3903269,3.8973525,0.0961396,5.4503772
ZY9XQJP-10,0.1609231,4.1055028,33.8645106,1.1931862999999998,0.0313996,1.7937044,0.0549493999999999,0.1177486,0.4042704,0.0274746999999999,0.0981239,0.1177486,0.0510244,0.0235497,0.1530732,0.2825968,0.7378914999999999,0.0,0.0392495,10.691577,0.0353246,5.1063663,0.5102441,1.1931862999999998,2.0763011,0.8477903,0.2943716,0.0,4.6706963,1.1696365,0.0,0.0,8.422953099999999,2.1469503000000003,0.0392495,0.0745740999999999,0.5141691,11.6806657,0.1609231,4.1683021
ZY7IW45-04,0.0093,5.2592409,52.3133218,0.477549,0.0589183999999999,3.6126271,0.0310097,0.0868271,0.195361,0.0310097,0.1178367999999999,0.2139667999999999,0.7504341,0.0031,0.0558174,0.0,0.0279087,0.0,0.0248077,3.4544778,0.0527164,14.2737534,0.6760109000000001,0.4248325,3.2994294,0.6356983,0.6760109000000001,0.0,0.666708,1.2248822,0.3380054999999999,0.0,0.4651451,0.4403374,0.0589183999999999,0.1612502999999999,0.1550484,3.5506078000000003,0.0,2.5582982
ZY7IW45-05,0.0,0.1714325,2.5280578,0.0160003999999999,0.0,23.026812,0.0891449,0.0,0.0457153,0.0342865,0.0868591,0.1188599,0.3360077,0.0228576999999999,1.7417541,0.00229,0.0548583999999999,0.00457,0.1942902,0.1440033,0.0274291999999999,45.8753343,0.00686,0.0365722999999999,0.1645751999999999,0.00229,0.1417175,0.00686,0.5257263,2.2080505,7.136163099999999,0.0,3.4126494,0.0891449,0.1005737,0.2171478,0.1005737,10.093945,0.0,0.8525909
ZY7IW45-07,0.0505731999999999,1.8206339,29.6948753,0.3961563999999999,0.0168577,6.945381,0.1095752,0.0337154,0.0252865999999999,0.0,0.0421443,1.7026298,2.8910991,0.0,2.6382333,0.0,0.8513149,0.0168577,0.1938638,1.8037761,0.4635873,12.3314228,0.2275792,2.6129467,1.7026298,1.2980445,2.8489548,0.0,0.6490222999999999,0.8007416999999999,0.1685772,0.0,0.6321645,0.8766015,0.1348618,0.4888739,0.0252865999999999,6.6082266,0.0,9.0104518
ZY7IW45-09,0.0550799,0.9263432,13.1590807,0.2002903999999999,0.0,25.827449800000004,0.0600871,0.0100144999999999,0.4857043,0.00501,0.0100144999999999,0.3755445,1.0865755,0.0,4.130989899999999,0.0,0.6459366,0.0,0.0851234,1.6924541000000002,0.0751089,25.792399,0.0400581,0.3805518,0.8061689000000001,0.0450653,1.3169095,0.0,0.2603775,8.1367984,1.1116118,0.0,1.5322217,1.1216264,0.2002903999999999,0.9463722,0.0500725999999999,3.9156777,0.0,3.4099444
ZY7IW45-2011,0.0967937,0.8227464999999999,40.7864489,0.0846945,0.0,4.525105900000001,0.1209921,0.0241984,0.0846945,0.0362976,0.0120992,0.169389,0.9679371,0.0362976,0.2661827,0.0,0.0,0.0,0.0241984,5.5656382,0.1088929,6.291591,0.0362976,1.5607985,1.0284332,0.2056866,2.7586207000000003,0.0,1.6333938,0.4355717,2.7465215,0.0,2.1052632,0.2903811,0.0,0.0967937,0.0241984,1.8632789,0.0,1.8511797
ZX52KVK-01,0.9660597,12.9064432,17.5714571,0.0,0.0142487,8.2328802,0.1082899,0.0,0.0398963,0.0170984,0.042746,0.0455957,0.21373,0.1082899,0.2849734,0.3505172,1.0914479,0.00285,0.0113989,9.6919438,0.0911915,8.856971900000001,0.2279787,0.7694281,5.850503,0.3334188,0.9717591,0.00855,2.6502522,4.2347041,0.170984,0.0,0.5357499,1.4191673,0.1652845,2.8867801,1.5417059,7.3010174,0.0455957,9.7061925
ZX52KVK-04,0.0,6.3092925,48.6112699,0.0,0.0,6.0921248,0.0457194999999999,0.2171677,0.1371585,0.5486341,0.0,0.4343354,0.3314665,0.0800091,1.4858841,0.7772317,2.1602469,0.0457194999999999,0.0,1.0858384,0.8686707,10.2411704,0.468625,1.2572865,0.7543719,0.4343354,0.3086067,0.0,0.1828779999999999,5.0634358,0.0800091,0.0,1.7830609000000002,0.1485884,0.2285975999999999,1.3030061000000002,0.0342895999999999,3.9318779,0.4229055,2.8574694000000003
ZX52KVK-2011,3.5759096999999995,9.9749059,2.8230866,0.0,0.0209118,4.6005855,0.0627353,0.0,0.1254705,0.0,0.0,0.3136762999999999,0.0418235,0.0,0.3554998,0.083647,0.2091174999999999,0.0,0.0,7.0472606,0.083647,10.4976997,0.0627353,4.8306148,0.5227938,0.0209118,1.5474697000000002,0.0209118,0.8364701,7.0054371,0.083647,0.0,1.944793,3.1576746000000004,0.1463823,0.7946465999999999,0.167294,8.0301129,0.0209118,30.2802175
ZX52KVK-2021,3.0180726,6.6011929,18.6959056,0.0,0.00448,15.6868021,0.1793802,0.0,0.0313915,0.1210817,0.026907,0.1569577,0.0448451,0.0134535,1.5337011,0.2511323,0.6278308,0.0493295999999999,0.0313915,7.5563927,0.3408225,12.5521324,0.0852056,1.9821517,1.3543208,0.1614421999999999,0.8565407,0.0224224999999999,0.9955603,0.9327773,0.026907,0.0134535,1.1973631,4.0450244,0.2331943,3.4306471,1.3363828,7.7223194,0.0807210999999999,6.699852000000001
ZX52KVK-4011,0.3050641,5.8816351,6.3026236,0.0,0.0244051,8.8468578,0.1769372,0.0,0.0732154,0.0060999999999999,0.0183038,0.780964,0.0732154,0.0,0.3111653,0.3111653,0.5491153000000001,0.0060999999999999,0.0,22.3672971,0.0610128,17.5228798,0.0305064,1.2324588,0.7931666,0.2196460999999999,0.4636974,0.0,6.9249542,4.1244661,0.0244051,0.0,0.3721782,1.7205613000000002,0.0610128,0.3721782,0.2013422999999999,13.770591800000002,0.0366077,5.4728493
ZX52KVK-6021,0.65625,8.921875,14.0976563,0.0,0.0117188,2.359375,0.1171875,0.0,0.0507812999999999,0.0390625,0.0195312999999999,0.15625,0.0820313,0.0,0.4179688,0.0625,0.1640625,0.00391,0.0,4.8984375,0.125,8.9570313,0.0820313,6.207031300000001,0.6640625,0.1210938,1.3828125,0.0,2.3007813,2.5664063,0.03125,0.0,2.3398438,4.28125,0.1210938,2.7929688,0.9570313,8.109375,0.0117188,25.5351563
ZX52KVK-6031,0.7748673,11.976754,20.003369,0.6737977,0.0421124,5.162974800000001,0.143182,0.0,0.0505348,0.0,0.0336899,0.3368988,0.0926472,0.0,0.3200539,0.143182,0.589573,0.0,0.0,9.7111092,0.0758022,9.1552261,0.4379685,1.162301,8.5403857,1.0275415,1.162301,0.0,3.1836941,1.8782111,0.0,0.0,0.732755,1.3812853,0.0589573,2.0719279,0.3200539,7.167523000000001,0.0421124,9.6858418
ZX52KVK-6031_2,0.4935157,12.977470899999998,31.1578808,0.00443,0.1239321999999999,2.040455,0.1659806,0.0,0.0619660999999999,0.0,0.0199177,0.5687602,0.4404019,0.0,0.1438499,0.0818838,0.3120436,0.0,0.0,12.2715,0.0796707,11.3287301,0.4005665,0.9272784,2.9212588,1.9032444,2.7685566,0.00885,1.8789005,1.3964502,0.00664,0.0,0.3275351,0.5444163999999999,0.0951621999999999,1.4805471,0.0973753,7.2323286,0.2611428,2.9323242
ZWLGEWL-01,0.0098599999999999,1.68664,45.9683385,0.0,0.0049299999999999,2.7666815,0.1084972999999999,0.0,2.8307935,0.0098599999999999,0.0,0.064112,0.0986339,0.0,0.0,0.0,0.3797406,0.0098599999999999,0.0098599999999999,13.0048824,0.0591804,7.3432954,0.7101642,0.5572816,1.7951373,0.0,0.0049299999999999,0.0,3.0576515,0.4241259,0.0,0.0,2.2241949,0.1676776999999999,0.049317,0.3057652,0.0443853,2.9984712,1.3019677,2.0663806
