,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
10,0.31,0.47,0.29,0.23,0.32,0.15,0.4,0.49,0.5,0.47,1.0,0.44,0.5,0.34,0.51,0.57,0.28,0.26,0.45,0.48,0.16,0.19,0.38,0.34,0.09,0.37,0.29,0.23,0.45,0.23,0.45,0.18,0.4,0.52,0.42,0.17,0.08,0.42,0.14,0.22,0.17,0.17,0.3
11,0.09,0.23,0.23,0.17,0.24,0.15,0.31,0.5,0.15,0.27,0.44,1.0,0.23,0.26,0.3,0.3,0.24,0.21,0.24,0.39,0.17,0.05,0.0,0.14,0.09,0.02,0.02,0.18,0.09,0.26,0.14,0.25,0.31,0.48,0.38,0.02,0.16,0.4,0.25,0.07,0.02,0.46,0.28
12,0.3,0.29,0.27,0.3,0.08,0.23,0.28,0.42,0.28,0.32,0.5,0.23,1.0,0.25,0.31,0.45,0.01,0.45,0.32,0.06,0.32,0.38,0.38,0.06,0.16,0.31,0.18,0.45,0.55,0.39,0.14,0.31,0.36,0.24,0.25,0.41,0.36,0.43,0.29,0.4,0.21,0.26,0.16
13,0.13,0.43,0.36,0.08,0.15,0.48,0.32,0.42,0.23,0.33,0.34,0.26,0.25,1.0,0.43,0.37,0.11,0.45,0.21,0.18,0.33,0.44,0.58,0.49,0.16,0.23,0.26,0.44,0.23,0.42,0.18,0.55,0.2,0.48,0.36,0.43,0.38,0.37,0.34,0.27,0.43,0.33,0.41
14,0.23,0.41,0.28,0.23,0.05,0.0,0.34,0.19,0.04,0.23,0.51,0.3,0.31,0.43,1.0,0.48,0.25,0.4,0.39,0.46,0.42,0.41,0.0,0.22,0.23,0.4,0.31,0.08,0.33,0.08,0.31,0.2,0.44,0.38,0.52,0.0,0.0,0.57,0.31,0.12,0.46,0.39,0.0
15,0.31,0.18,0.19,0.33,0.44,0.03,0.26,0.26,0.36,0.47,0.57,0.3,0.45,0.37,0.48,1.0,0.32,0.5,0.43,0.18,0.3,0.23,0.33,0.09,0.43,0.34,0.27,0.37,0.31,0.18,0.37,0.14,0.39,0.4,0.5,0.11,0.05,0.39,0.38,0.12,0.26,0.39,0.28
16,0.43,0.03,0.08,0.38,0.3,0.25,0.44,0.44,0.34,0.42,0.28,0.24,0.01,0.11,0.25,0.32,1.0,0.15,0.31,0.12,0.37,0.45,0.49,0.37,0.31,0.18,0.32,0.14,0.34,0.3,0.52,0.29,0.12,0.35,0.42,0.08,0.42,0.57,0.37,0.51,0.44,0.37,0.48
17,0.45,0.38,0.25,0.34,0.36,0.09,0.34,0.55,0.45,0.23,0.26,0.21,0.45,0.45,0.4,0.5,0.15,1.0,0.29,0.39,0.33,0.29,0.12,0.0,0.17,0.41,0.44,0.03,0.25,0.18,0.16,0.34,0.53,0.2,0.37,0.13,0.38,0.51,0.44,0.17,0.23,0.41,0.34
18,0.41,0.41,0.02,0.4,0.0,0.33,0.46,0.34,0.19,0.43,0.45,0.24,0.32,0.21,0.39,0.43,0.31,0.29,1.0,0.47,0.33,0.37,0.07,0.23,0.14,0.18,0.02,0.39,0.14,0.21,0.17,0.09,0.36,0.26,0.28,0.35,0.57,0.34,0.09,0.43,0.0,0.2,0.49
19,0.45,0.19,0.22,0.46,0.01,0.19,0.48,0.27,0.0,0.2,0.48,0.39,0.06,0.18,0.46,0.18,0.12,0.39,0.47,1.0,0.3,0.37,0.26,0.46,0.21,0.27,0.02,0.31,0.4,0.28,0.17,0.25,0.15,0.37,0.21,0.23,0.1,0.48,0.54,0.16,0.4,0.18,0.08
20,0.14,0.23,0.49,0.45,0.25,0.09,0.41,0.43,0.25,0.04,0.16,0.17,0.32,0.33,0.42,0.3,0.37,0.33,0.33,0.3,1.0,0.36,0.28,0.17,0.44,0.28,0.27,0.36,0.33,0.22,0.07,0.38,0.6,0.15,0.31,0.36,0.44,0.36,0.5,0.44,0.29,0.38,0.29
21,0.08,0.45,0.19,0.3,0.34,0.42,0.54,0.46,0.38,0.34,0.19,0.05,0.38,0.44,0.41,0.23,0.45,0.29,0.37,0.37,0.36,1.0,0.05,0.4,0.55,0.43,0.32,0.27,0.17,0.32,0.16,0.14,0.06,0.4,0.1,0.11,0.27,0.44,0.31,0.02,0.39,0.39,0.22
22,0.29,0.31,0.22,0.0,0.48,0.01,0.35,0.27,0.0,0.19,0.38,0.0,0.38,0.58,0.0,0.33,0.49,0.12,0.07,0.26,0.28,0.05,1.0,0.42,0.0,0.12,0.01,0.0,0.41,0.08,0.42,0.14,0.39,0.32,0.13,0.0,0.1,0.49,0.23,0.26,0.0,0.09,0.04
23,0.28,0.34,0.48,0.35,0.26,0.06,0.05,0.52,0.26,0.51,0.34,0.14,0.06,0.49,0.22,0.09,0.37,0.0,0.23,0.46,0.17,0.4,0.42,1.0,0.48,0.3,0.33,0.39,0.38,0.19,0.45,0.22,0.5,0.2,0.21,0.16,0.17,0.49,0.41,0.11,0.37,0.46,0.07
24,0.18,0.23,0.43,0.03,0.0,0.05,0.09,0.22,0.23,0.28,0.09,0.09,0.16,0.16,0.23,0.43,0.31,0.17,0.14,0.21,0.44,0.55,0.0,0.48,1.0,0.05,0.27,0.0,0.15,0.51,0.26,0.09,0.08,0.31,0.08,0.0,0.3,0.41,0.31,0.38,0.0,0.12,0.32
25,0.26,0.22,0.48,0.27,0.02,0.03,0.12,0.45,0.05,0.35,0.37,0.02,0.31,0.23,0.4,0.34,0.18,0.41,0.18,0.27,0.28,0.43,0.12,0.3,0.05,1.0,0.33,0.04,0.51,0.26,0.24,0.16,0.27,0.18,0.16,0.03,0.01,0.38,0.41,0.03,0.45,0.18,0.17
26,0.5,0.01,0.52,0.49,0.0,0.0,0.26,0.39,0.02,0.05,0.29,0.02,0.18,0.26,0.31,0.27,0.32,0.44,0.02,0.02,0.27,0.32,0.01,0.33,0.27,0.33,1.0,0.26,0.19,0.26,0.39,0.08,0.13,0.18,0.19,0.0,0.0,0.41,0.07,0.49,0.44,0.28,0.0
27,0.38,0.07,0.08,0.31,0.09,0.0,0.18,0.19,0.3,0.2,0.23,0.18,0.45,0.44,0.08,0.37,0.14,0.03,0.39,0.31,0.36,0.27,0.0,0.39,0.0,0.04,0.26,1.0,0.51,0.38,0.08,0.02,0.37,0.41,0.34,0.17,0.42,0.22,0.0,0.02,0.53,0.38,0.42
28,0.21,0.09,0.0,0.21,0.05,0.11,0.15,0.53,0.28,0.39,0.45,0.09,0.55,0.23,0.33,0.31,0.34,0.25,0.14,0.4,0.33,0.17,0.41,0.38,0.15,0.51,0.19,0.51,1.0,0.14,0.03,0.07,0.45,0.17,0.14,0.0,0.44,0.3,0.49,0.09,0.09,0.16,0.0
29,0.44,0.27,0.2,0.44,0.14,0.21,0.19,0.41,0.05,0.33,0.23,0.26,0.39,0.42,0.08,0.18,0.3,0.18,0.21,0.28,0.22,0.32,0.08,0.19,0.51,0.26,0.26,0.38,0.14,1.0,0.0,0.28,0.14,0.06,0.41,0.16,0.0,0.46,0.17,0.06,0.04,0.25,0.07
30,0.2,0.0,0.0,0.21,0.21,0.0,0.02,0.21,0.13,0.08,0.45,0.14,0.14,0.18,0.31,0.37,0.52,0.16,0.17,0.17,0.07,0.16,0.42,0.45,0.26,0.24,0.39,0.08,0.03,0.0,1.0,0.57,0.15,0.08,0.37,0.1,0.0,0.42,0.35,0.13,0.0,0.53,0.0
31,0.31,0.05,0.31,0.03,0.0,0.0,0.38,0.38,0.26,0.09,0.18,0.25,0.31,0.55,0.2,0.14,0.29,0.34,0.09,0.25,0.38,0.14,0.14,0.22,0.09,0.16,0.08,0.02,0.07,0.28,0.57,1.0,0.38,0.31,0.2,0.07,0.46,0.42,0.43,0.07,0.0,0.1,0.0
32,0.3,0.41,0.35,0.03,0.05,0.23,0.27,0.3,0.32,0.09,0.4,0.31,0.36,0.2,0.44,0.39,0.12,0.53,0.36,0.15,0.6,0.06,0.39,0.5,0.08,0.27,0.13,0.37,0.45,0.14,0.15,0.38,1.0,0.28,0.34,0.08,0.09,0.47,0.4,0.48,0.36,0.35,0.01
33,0.38,0.52,0.23,0.15,0.35,0.38,0.44,0.2,0.36,0.33,0.52,0.48,0.24,0.48,0.38,0.4,0.35,0.2,0.26,0.37,0.15,0.4,0.32,0.2,0.31,0.18,0.18,0.41,0.17,0.06,0.08,0.31,0.28,1.0,0.3,0.14,0.31,0.49,0.52,0.32,0.06,0.19,0.29
34,0.36,0.49,0.34,0.33,0.3,0.16,0.49,0.4,0.28,0.44,0.42,0.38,0.25,0.36,0.52,0.5,0.42,0.37,0.28,0.21,0.31,0.1,0.13,0.21,0.08,0.16,0.19,0.34,0.14,0.41,0.37,0.2,0.34,0.3,1.0,0.35,0.41,0.2,0.46,0.21,0.13,0.37,0.52
35,0.4,0.37,0.02,0.37,0.0,0.0,0.05,0.33,0.33,0.04,0.17,0.02,0.41,0.43,0.0,0.11,0.08,0.13,0.35,0.23,0.36,0.11,0.0,0.16,0.0,0.03,0.0,0.17,0.0,0.16,0.1,0.07,0.08,0.14,0.35,1.0,0.0,0.34,0.29,0.0,0.0,0.02,0.0
36,0.2,0.52,0.16,0.1,0.0,0.0,0.0,0.39,0.18,0.33,0.08,0.16,0.36,0.38,0.0,0.05,0.42,0.38,0.57,0.1,0.44,0.27,0.1,0.17,0.3,0.01,0.0,0.42,0.44,0.0,0.0,0.46,0.09,0.31,0.41,0.0,1.0,0.46,0.32,0.01,0.0,0.24,0.0
37,0.26,0.13,0.42,0.36,0.31,0.34,0.38,0.43,0.22,0.4,0.42,0.4,0.43,0.37,0.57,0.39,0.57,0.51,0.34,0.48,0.36,0.44,0.49,0.49,0.41,0.38,0.41,0.22,0.3,0.46,0.42,0.42,0.47,0.49,0.2,0.34,0.46,1.0,0.34,0.44,0.11,0.3,0.4
38,0.35,0.02,0.36,0.32,0.06,0.29,0.19,0.24,0.13,0.38,0.14,0.25,0.29,0.34,0.31,0.38,0.37,0.44,0.09,0.54,0.5,0.31,0.23,0.41,0.31,0.41,0.07,0.0,0.49,0.17,0.35,0.43,0.4,0.52,0.46,0.29,0.32,0.34,1.0,0.04,0.45,0.32,0.43
39,0.36,0.24,0.07,0.23,0.24,0.05,0.39,0.64,0.47,0.26,0.22,0.07,0.4,0.27,0.12,0.12,0.51,0.17,0.43,0.16,0.44,0.02,0.26,0.11,0.38,0.03,0.49,0.02,0.09,0.06,0.13,0.07,0.48,0.32,0.21,0.0,0.01,0.44,0.04,1.0,0.05,0.23,0.0
40,0.11,0.08,0.0,0.01,0.03,0.15,0.14,0.17,0.34,0.33,0.17,0.02,0.21,0.43,0.46,0.26,0.44,0.23,0.0,0.4,0.29,0.39,0.0,0.37,0.0,0.45,0.44,0.53,0.09,0.04,0.0,0.0,0.36,0.06,0.13,0.0,0.0,0.11,0.45,0.05,1.0,0.07,0.02
41,0.54,0.04,0.28,0.16,0.13,0.22,0.25,0.34,0.14,0.46,0.17,0.46,0.26,0.33,0.39,0.39,0.37,0.41,0.2,0.18,0.38,0.39,0.09,0.46,0.12,0.18,0.28,0.38,0.16,0.25,0.53,0.1,0.35,0.19,0.37,0.02,0.24,0.3,0.32,0.23,0.07,1.0,0.1
42,0.42,0.47,0.0,0.0,0.0,0.0,0.0,0.37,0.15,0.28,0.3,0.28,0.16,0.41,0.0,0.28,0.48,0.34,0.49,0.08,0.29,0.22,0.04,0.07,0.32,0.17,0.0,0.42,0.0,0.07,0.0,0.0,0.01,0.29,0.52,0.0,0.0,0.4,0.43,0.0,0.02,0.1,1.0
