,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
13,0.28,0.01,0.09,0.3,0.41,0.31,0.36,0.19,0.22,0.35,0.29,0.41,0.3,1.0,0.56,0.18,0.31,0.45,0.3,0.36,0.38,0.4,0.12,0.05,0.2,0.34,0.3,0.39,0.21,0.16,0.2,0.32,0.19,0.12,0.2,0.27,0.26,0.42,0.14,0.03
14,0.43,0.36,0.0,0.46,0.17,0.0,0.5,0.23,0.13,0.12,0.3,0.33,0.4,0.56,1.0,0.43,0.1,0.38,0.25,0.08,0.24,0.08,0.27,0.18,0.0,0.15,0.29,0.0,0.22,0.02,0.33,0.11,0.28,0.39,0.49,0.19,0.28,0.43,0.27,0.01
15,0.14,0.19,0.13,0.38,0.21,0.49,0.11,0.48,0.45,0.25,0.32,0.08,0.06,0.18,0.43,1.0,0.09,0.29,0.09,0.42,0.41,0.28,0.49,0.39,0.05,0.28,0.11,0.08,0.15,0.0,0.4,0.41,0.05,0.16,0.32,0.27,0.45,0.41,0.34,0.24
16,0.17,0.42,0.45,0.36,0.44,0.01,0.31,0.38,0.09,0.35,0.43,0.47,0.39,0.31,0.1,0.09,1.0,0.5,0.29,0.4,0.27,0.32,0.4,0.04,0.41,0.38,0.27,0.36,0.34,0.19,0.37,0.52,0.48,0.1,0.35,0.08,0.47,0.21,0.14,0.32
17,0.3,0.29,0.01,0.25,0.43,0.42,0.35,0.25,0.34,0.33,0.26,0.27,0.28,0.45,0.38,0.29,0.5,1.0,0.41,0.16,0.53,0.42,0.17,0.18,0.17,0.32,0.31,0.4,0.31,0.31,0.47,0.39,0.18,0.21,0.4,0.05,0.33,0.52,0.48,0.12
18,0.35,0.14,0.16,0.42,0.31,0.03,0.51,0.28,0.32,0.31,0.28,0.36,0.54,0.3,0.25,0.09,0.29,0.41,1.0,0.44,0.49,0.38,0.17,0.31,0.37,0.13,0.05,0.1,0.14,0.26,0.13,0.26,0.07,0.07,0.46,0.32,0.38,0.54,0.36,0.1
19,0.03,0.05,0.21,0.4,0.55,0.04,0.39,0.28,0.01,0.08,0.4,0.0,0.13,0.36,0.08,0.42,0.4,0.16,0.44,1.0,0.04,0.0,0.48,0.3,0.37,0.02,0.37,0.0,0.0,0.24,0.18,0.39,0.0,0.1,0.44,0.11,0.17,0.0,0.15,0.12
20,0.53,0.06,0.23,0.17,0.23,0.04,0.28,0.33,0.35,0.39,0.19,0.0,0.48,0.38,0.24,0.41,0.27,0.53,0.49,0.04,1.0,0.18,0.43,0.47,0.3,0.0,0.26,0.22,0.04,0.24,0.4,0.32,0.06,0.08,0.15,0.24,0.37,0.22,0.41,0.22
21,0.07,0.33,0.01,0.39,0.23,0.0,0.18,0.5,0.35,0.32,0.23,0.37,0.39,0.4,0.08,0.28,0.32,0.42,0.38,0.0,0.18,1.0,0.51,0.06,0.0,0.2,0.04,0.0,0.0,0.03,0.15,0.2,0.08,0.1,0.2,0.0,0.23,0.0,0.25,0.0
22,0.29,0.04,0.15,0.4,0.47,0.45,0.38,0.47,0.31,0.09,0.45,0.18,0.44,0.12,0.27,0.49,0.4,0.17,0.17,0.48,0.43,0.51,1.0,0.14,0.46,0.31,0.37,0.28,0.19,0.25,0.47,0.51,0.06,0.21,0.4,0.23,0.4,0.15,0.35,0.48
23,0.5,0.0,0.19,0.31,0.49,0.01,0.14,0.42,0.03,0.42,0.2,0.27,0.18,0.05,0.18,0.39,0.04,0.18,0.31,0.3,0.47,0.06,0.14,1.0,0.51,0.39,0.39,0.24,0.52,0.14,0.21,0.3,0.14,0.0,0.21,0.13,0.51,0.44,0.42,0.0
24,0.48,0.26,0.0,0.25,0.41,0.08,0.36,0.37,0.04,0.41,0.39,0.02,0.1,0.2,0.0,0.05,0.41,0.17,0.37,0.37,0.3,0.0,0.46,0.51,1.0,0.05,0.01,0.45,0.1,0.06,0.3,0.18,0.02,0.17,0.29,0.39,0.17,0.05,0.48,0.0
25,0.36,0.44,0.0,0.07,0.2,0.37,0.2,0.41,0.31,0.37,0.15,0.31,0.53,0.34,0.15,0.28,0.38,0.32,0.13,0.02,0.0,0.2,0.31,0.39,0.05,1.0,0.1,0.26,0.25,0.0,0.24,0.28,0.02,0.08,0.32,0.36,0.25,0.15,0.31,0.03
26,0.0,0.01,0.0,0.37,0.4,0.16,0.45,0.31,0.34,0.39,0.19,0.14,0.1,0.3,0.29,0.11,0.27,0.31,0.05,0.37,0.26,0.04,0.37,0.39,0.01,0.1,1.0,0.01,0.11,0.4,0.26,0.56,0.12,0.13,0.09,0.45,0.43,0.32,0.22,0.46
27,0.34,0.01,0.0,0.05,0.11,0.0,0.03,0.5,0.03,0.35,0.32,0.12,0.12,0.39,0.0,0.08,0.36,0.4,0.1,0.0,0.22,0.0,0.28,0.24,0.45,0.26,0.01,1.0,0.13,0.34,0.33,0.13,0.41,0.3,0.24,0.27,0.41,0.01,0.04,0.2
28,0.24,0.42,0.07,0.08,0.33,0.16,0.41,0.45,0.32,0.37,0.04,0.5,0.14,0.21,0.22,0.15,0.34,0.31,0.14,0.0,0.04,0.0,0.19,0.52,0.1,0.25,0.11,0.13,1.0,0.24,0.33,0.56,0.01,0.26,0.47,0.03,0.43,0.0,0.41,0.19
29,0.1,0.02,0.0,0.48,0.14,0.0,0.48,0.29,0.07,0.34,0.28,0.07,0.46,0.16,0.02,0.0,0.19,0.31,0.26,0.24,0.24,0.03,0.25,0.14,0.06,0.0,0.4,0.34,0.24,1.0,0.39,0.43,0.0,0.31,0.23,0.0,0.56,0.07,0.03,0.28
30,0.44,0.0,0.16,0.29,0.36,0.13,0.22,0.03,0.37,0.36,0.42,0.28,0.49,0.2,0.33,0.4,0.37,0.47,0.13,0.18,0.4,0.15,0.47,0.21,0.3,0.24,0.26,0.33,0.33,0.39,1.0,0.23,0.11,0.19,0.36,0.48,0.44,0.21,0.42,0.04
31,0.38,0.07,0.39,0.2,0.31,0.24,0.54,0.33,0.39,0.24,0.45,0.31,0.23,0.32,0.11,0.41,0.52,0.39,0.26,0.39,0.32,0.2,0.51,0.3,0.18,0.28,0.56,0.13,0.56,0.43,0.23,1.0,0.14,0.32,0.07,0.11,0.5,0.35,0.48,0.11
32,0.16,0.0,0.0,0.0,0.19,0.08,0.25,0.25,0.03,0.16,0.33,0.0,0.21,0.19,0.28,0.05,0.48,0.18,0.07,0.0,0.06,0.08,0.06,0.14,0.02,0.02,0.12,0.41,0.01,0.0,0.11,0.14,1.0,0.0,0.33,0.45,0.17,0.0,0.0,0.0
33,0.38,0.0,0.0,0.0,0.17,0.14,0.34,0.39,0.08,0.43,0.39,0.03,0.04,0.12,0.39,0.16,0.1,0.21,0.07,0.1,0.08,0.1,0.21,0.0,0.17,0.08,0.13,0.3,0.26,0.31,0.19,0.32,0.0,1.0,0.23,0.48,0.23,0.05,0.33,0.0
34,0.32,0.27,0.51,0.35,0.21,0.29,0.38,0.47,0.36,0.08,0.37,0.43,0.31,0.2,0.49,0.32,0.35,0.4,0.46,0.44,0.15,0.2,0.4,0.21,0.29,0.32,0.09,0.24,0.47,0.23,0.36,0.07,0.33,0.23,1.0,0.2,0.42,0.43,0.42,0.45
35,0.2,0.15,0.37,0.26,0.38,0.03,0.29,0.29,0.27,0.52,0.45,0.52,0.41,0.27,0.19,0.27,0.08,0.05,0.32,0.11,0.24,0.0,0.23,0.13,0.39,0.36,0.45,0.27,0.03,0.0,0.48,0.11,0.45,0.48,0.2,1.0,0.43,0.45,0.31,0.21
36,0.44,0.45,0.36,0.22,0.5,0.55,0.42,0.19,0.19,0.37,0.33,0.26,0.07,0.26,0.28,0.45,0.47,0.33,0.38,0.17,0.37,0.23,0.4,0.51,0.17,0.25,0.43,0.41,0.43,0.56,0.44,0.5,0.17,0.23,0.42,0.43,1.0,0.37,0.43,0.3
37,0.46,0.39,0.0,0.55,0.16,0.0,0.37,0.13,0.31,0.27,0.47,0.4,0.16,0.42,0.43,0.41,0.21,0.52,0.54,0.0,0.22,0.0,0.15,0.44,0.05,0.15,0.32,0.01,0.0,0.07,0.21,0.35,0.0,0.05,0.43,0.45,0.37,1.0,0.23,0.07
38,0.45,0.11,0.26,0.45,0.39,0.43,0.24,0.3,0.35,0.06,0.17,0.18,0.4,0.14,0.27,0.34,0.14,0.48,0.36,0.15,0.41,0.25,0.35,0.42,0.48,0.31,0.22,0.04,0.41,0.03,0.42,0.48,0.0,0.33,0.42,0.31,0.43,0.23,1.0,0.2
39,0.26,0.0,0.0,0.13,0.28,0.29,0.12,0.21,0.04,0.07,0.08,0.02,0.28,0.03,0.01,0.24,0.32,0.12,0.1,0.12,0.22,0.0,0.48,0.0,0.0,0.03,0.46,0.2,0.19,0.28,0.04,0.11,0.0,0.0,0.45,0.21,0.3,0.07,0.2,1.0
